Step,# citizen coalition,# regulator coalition,# stakeholder coalition,Disruption,NGO Message,Num Cit,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,9638.54716343761,0.0,0.0,325.0,209789.33812276585
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,10100.195582704338,0.0,0.0,325.0,209789.33812276585
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,10583.576684820018,0.0,0.0,325.0,209789.33812276585
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,11096.466051738897,0.0,0.0,325.0,209789.33812276585
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,11630.206953044304,0.0,0.0,325.0,209789.33812276585
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,12164.704188192078,0.0,0.0,325.0,209789.33812276585
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,12764.316336292793,0.0,0.0,325.0,209789.33812276585
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,13379.902177979326,106.5,106.5,325.0,209789.33812276585
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,14041.319339823152,106.5,106.5,325.0,209789.33812276585
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,14728.068024697419,106.5,106.5,325.0,209789.33812276585
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,15464.43850077768,106.5,106.5,325.0,209789.33812276585
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,16238.801000529957,106.5,106.5,325.0,209789.33812276585
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,17005.39985915877,106.5,106.5,325.0,209789.33812276585
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,17846.05186446096,106.499999998432,106.5,325.0,209789.33812276585
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,18714.952563337516,94.28571428385828,106.5,325.0,209789.33812276585
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,19655.15321476929,94.28571428385828,106.5,325.0,209789.33812276585
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,20641.165088079208,94.28571428385828,106.5,325.0,209789.33812276585
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1688.2922409954997,21662.441675282,94.28571428385828,106.5,325.0,209789.33812276585
0,16.0,0.0,0.0,0.5,4.5,200.0,5.0,1603.0461493994997,6886.97476592982,0.0,0.0,0.0,166065.95278698063
1,11.0,0.0,1.0,0.5,4.5,200.0,5.0,1623.7858885365,7195.791431923086,0.0,0.0,325.0,172398.94333320388
2,8.0,0.0,1.0,0.5,4.5,200.0,5.0,1645.1208874209997,7529.98433646615,0.0,0.0,325.0,178880.257765286
3,7.0,0.0,1.0,0.5,4.5,200.0,5.0,1677.751423638499,7865.126300631769,0.0,0.0,325.0,188599.6807416331
4,6.0,0.0,1.0,0.5,4.5,200.0,5.0,1712.0484133244988,8223.586675903372,0.0,0.0,325.0,199440.33531759656
5,5.0,0.0,1.0,0.5,4.5,200.0,5.0,1742.4899526694987,8605.149585541547,0.0,0.0,325.0,209336.01005934348
6,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,8997.865423237286,0.0,0.0,325.0,215318.0804106338
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,9409.215061143928,0.0,0.0,325.0,215318.0804106338
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,9842.753115292355,0.0,0.0,325.0,215318.0804106338
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,10316.080529322493,0.0,0.0,325.0,215318.0804106338
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,10797.049200970068,0.0,0.0,325.0,215318.0804106338
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,11301.227252098091,0.0,0.0,325.0,215318.0804106338
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,11821.338482269046,0.0,0.0,325.0,215318.0804106338
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,12395.59174561997,0.0,0.0,325.0,215318.0804106338
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,12989.903391050395,0.0,0.0,325.0,215318.0804106338
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,13583.866201756873,106.5,106.5,325.0,215318.0804106338
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,14240.46616054764,106.5,106.5,325.0,215318.0804106338
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,14902.827340890106,106.5,106.5,325.0,215318.0804106338
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,15632.429919281707,106.5,106.5,325.0,215318.0804106338
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,16400.266818328688,106.5,106.5,325.0,215318.0804106338
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,17202.729422150685,106.5,106.5,325.0,215318.0804106338
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,18062.638791040063,106.49999999847219,106.5,325.0,215318.0804106338
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,18984.624801873695,94.28571428390586,106.5,325.0,215318.0804106338
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,19912.764063002774,94.28571428390586,106.5,325.0,215318.0804106338
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,20873.157279405612,94.28571428390586,106.5,325.0,215318.0804106338
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1760.0992043569986,21898.566981545115,94.28571428390586,106.5,325.0,215318.0804106338
0,18.0,0.0,0.0,0.5,4.5,200.0,5.0,1503.7434459209999,6852.391121558175,0.0,0.0,0.0,156571.79919997757
1,11.0,0.0,1.0,0.5,4.5,200.0,5.0,1522.4337219634997,7165.83534255235,0.0,0.0,325.0,162613.37532913656
2,8.0,0.0,1.0,0.5,4.5,200.0,5.0,1546.9463540004995,7495.742864168919,0.0,0.0,325.0,170243.3770865262
3,7.0,0.0,1.0,0.5,4.5,200.0,5.0,1581.6042541649995,7853.733632429298,0.0,0.0,325.0,181355.0829937145
4,5.0,0.0,1.0,0.5,4.5,200.0,5.0,1607.2413794039994,8202.056388911089,0.0,0.0,325.0,189583.44608065463
5,4.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,8588.057017266672,0.0,0.0,325.0,199119.47482774284
6,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,8995.292661654365,0.0,0.0,325.0,199119.47482774284
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,9418.138055423407,0.0,0.0,325.0,199119.47482774284
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,9843.680268835484,0.0,0.0,325.0,199119.47482774284
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,10326.486573796286,0.0,0.0,325.0,199119.47482774284
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,10796.044182644735,0.0,0.0,325.0,199119.47482774284
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,11305.34483393235,0.0,0.0,325.0,199119.47482774284
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,11871.632050320124,0.0,0.0,325.0,199119.47482774284
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,12420.673530678941,0.0,0.0,325.0,199119.47482774284
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,12997.38788435811,0.0,0.0,325.0,199119.47482774284
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,13626.50535095942,106.5,106.5,325.0,199119.47482774284
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,14263.747904123426,106.5,106.5,325.0,199119.47482774284
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,14952.440359203967,106.5,106.5,325.0,199119.47482774284
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,15669.912057866693,106.5,106.5,325.0,199119.47482774284
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,16415.04937891885,106.5,106.5,325.0,199119.47482774284
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,17182.610912551685,106.5,106.5,325.0,199119.47482774284
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,18035.063974264653,106.49999999833003,106.5,325.0,199119.47482774284
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,18960.088318213668,94.28571428373759,106.5,325.0,199119.47482774284
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,19924.86665490477,94.28571428373759,106.5,325.0,199119.47482774284
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,20890.398015740047,94.28571428373759,106.5,325.0,199119.47482774284
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1636.2549390949994,21940.21329993112,94.28571428373759,106.5,325.0,199119.47482774284
0,17.0,0.0,0.0,0.5,4.5,200.0,5.0,1500.9192832315,6900.126342247415,0.0,0.0,0.0,155934.00934553935
1,11.0,0.0,1.0,0.5,4.5,200.0,5.0,1523.6964517175004,7216.506677092906,0.0,0.0,325.0,163416.45518918493
2,10.0,0.0,1.0,0.5,4.5,200.0,5.0,1554.3946780985004,7543.78593399529,0.0,0.0,325.0,173173.65442800673
3,7.0,0.0,1.0,0.5,4.5,200.0,5.0,1593.401358661,7883.883771497955,0.0,0.0,325.0,185500.55643779947
4,5.0,0.0,1.0,0.5,4.5,200.0,5.0,1622.4458434405,8234.552030840168,0.0,0.0,325.0,194661.54827169454
5,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,8606.695398743741,0.0,0.0,325.0,202057.740412259
6,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,9002.57764668588,0.0,0.0,325.0,202057.740412259
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,9436.601734831034,0.0,0.0,325.0,202057.740412259
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,9875.8530121614,0.0,0.0,325.0,202057.740412259
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,10337.455253163505,0.0,0.0,325.0,202057.740412259
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,10846.259736872698,0.0,0.0,325.0,202057.740412259
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,11360.656547041825,0.0,0.0,325.0,202057.740412259
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,11878.613807074336,0.0,0.0,325.0,202057.740412259
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,12417.998955678258,0.0,0.0,325.0,202057.740412259
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,13027.862207029779,0.0,0.0,325.0,202057.740412259
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,13647.043083574163,106.5,106.5,325.0,202057.740412259
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,14268.586461511055,106.5,106.5,325.0,202057.740412259
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,14930.619013684358,106.5,106.5,325.0,202057.740412259
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,15657.625417731693,106.5,106.5,325.0,202057.740412259
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,16442.062003691997,106.5,106.5,325.0,202057.740412259
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,17236.415100417635,106.5,106.5,325.0,202057.740412259
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,18064.54423332242,106.49999999835846,106.5,325.0,202057.740412259
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,18884.686161663623,94.28571428377124,106.5,325.0,202057.740412259
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,19838.968135644038,94.28571428377124,106.5,325.0,202057.740412259
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,20790.81377528488,94.28571428377124,106.5,325.0,202057.740412259
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1643.7813043954995,21822.085413613695,94.28571428377124,106.5,325.0,202057.740412259
0,22.0,0.0,0.0,0.5,4.5,200.0,5.0,1546.7570801504996,6492.58389209906,0.0,0.0,0.0,163023.62514375363
1,11.0,0.0,1.0,0.5,4.5,200.0,5.0,1576.5127566744993,6795.128917179126,0.0,0.0,325.0,172967.51330903266
2,10.0,0.0,1.0,0.5,4.5,200.0,5.0,1633.0067397509997,7120.046685760261,0.0,0.0,325.0,190737.28760744448
3,5.0,0.0,1.0,0.5,4.5,200.0,5.0,1658.4313369009997,7453.219335214815,0.0,0.0,325.0,199101.09059605357
4,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1670.6366804504999,7808.195394255014,0.0,0.0,325.0,203091.61700298433
5,1.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,8197.991190691067,0.0,0.0,325.0,205144.5043941238
6,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,8569.789629167879,0.0,0.0,325.0,205144.5043941238
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,8972.495501834986,0.0,0.0,325.0,205144.5043941238
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,9397.829351174474,0.0,0.0,325.0,205144.5043941238
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,9851.974934709691,0.0,0.0,325.0,205144.5043941238
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,10273.356228731556,0.0,0.0,325.0,205144.5043941238
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,10783.378062236561,0.0,0.0,325.0,205144.5043941238
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,11319.03012686082,0.0,0.0,325.0,205144.5043941238
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,11894.35333700101,0.0,0.0,325.0,205144.5043941238
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,12482.041457958654,0.0,0.0,325.0,205144.5043941238
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,13067.701718105409,106.5,106.5,325.0,205144.5043941238
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,13720.38251515173,106.5,106.5,325.0,205144.5043941238
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,14374.819021832338,106.5,106.5,325.0,205144.5043941238
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,15067.252259053288,106.5,106.5,325.0,205144.5043941238
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,15815.47914892249,106.5,106.5,325.0,205144.5043941238
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,16601.21098893284,106.5,106.5,325.0,205144.5043941238
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,17473.92458880894,106.49999999839234,106.5,325.0,205144.5043941238
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,18392.67501411735,94.28571428381134,106.5,325.0,205144.5043941238
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,19345.76024808648,94.28571428381134,106.5,325.0,205144.5043941238
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,20296.750542774993,94.28571428381134,106.5,325.0,205144.5043941238
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1676.963640046,21348.021163910027,94.28571428381134,106.5,325.0,205144.5043941238
0,23.0,0.0,0.0,0.5,4.5,200.0,5.0,1602.5383041369994,6301.64749095576,0.0,0.0,0.0,166800.7298082535
1,11.0,0.0,1.0,0.5,4.5,200.0,5.0,1625.5310297289993,6610.836719346233,0.0,0.0,325.0,174408.83738921594
2,12.0,0.0,1.0,0.5,4.5,200.0,5.0,1667.451143418499,6936.686940093558,0.0,0.0,325.0,187846.36758042302
3,6.0,0.0,1.0,0.5,4.5,200.0,5.0,1701.530403614499,7274.340809797505,0.0,0.0,325.0,198395.2626586176
4,3.0,0.0,1.0,0.5,4.5,200.0,5.0,1725.8954147809989,7629.610720851879,0.0,0.0,325.0,206170.01388626773
5,1.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,8009.8256904397795,0.0,0.0,325.0,210323.9453972635
6,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,8429.186227115297,0.0,0.0,325.0,210323.9453972635
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,8843.942598933378,0.0,0.0,325.0,210323.9453972635
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,9286.413526906512,0.0,0.0,325.0,210323.9453972635
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,9749.440080797074,0.0,0.0,325.0,210323.9453972635
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,10248.636917562259,0.0,0.0,325.0,210323.9453972635
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,10738.653741096827,0.0,0.0,325.0,210323.9453972635
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,11285.244813457262,0.0,0.0,325.0,210323.9453972635
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,11813.682895031347,0.0,0.0,325.0,210323.9453972635
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,12398.111090852412,0.0,0.0,325.0,210323.9453972635
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,12997.170859984642,106.5,106.5,325.0,210323.9453972635
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,13661.433938929102,106.5,106.5,325.0,210323.9453972635
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,14351.694069517866,106.5,106.5,325.0,210323.9453972635
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,15056.502069254278,106.5,106.5,325.0,210323.9453972635
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,15831.730936995053,106.5,106.5,325.0,210323.9453972635
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,16620.22243214367,106.5,106.5,325.0,210323.9453972635
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,17426.44673050981,106.49999999841606,106.5,325.0,210323.9453972635
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,18299.07382818173,94.28571428383941,106.5,325.0,210323.9453972635
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,19190.5338627522,94.28571428383941,106.5,325.0,210323.9453972635
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,20156.663230612452,94.28571428383941,106.5,325.0,210323.9453972635
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1738.6079905809988,21140.537604309382,94.28571428383941,106.5,325.0,210323.9453972635
0,20.0,0.0,0.0,0.5,4.5,200.0,5.0,1777.2093847194997,6543.072984224112,0.0,0.0,0.0,186443.46243925104
1,10.0,0.0,1.0,0.5,4.5,200.0,5.0,1802.1959987124992,6853.401979015554,0.0,0.0,325.0,194525.66710880309
2,3.0,0.0,1.0,0.5,4.5,200.0,5.0,1810.520842012499,7176.975778586529,0.0,0.0,325.0,197222.17385728867
3,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1817.0886017409994,7516.622878928543,0.0,0.0,325.0,199281.68903867758
4,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1824.417448743999,7868.426924263846,0.0,0.0,325.0,201547.10763630134
5,1.0,0.0,1.0,0.5,4.5,200.0,5.0,1825.9839802079991,8234.875153769846,0.0,0.0,325.0,201998.8148765605
6,1.0,0.0,1.0,0.5,4.5,200.0,5.0,1827.742591331999,8640.708972043994,0.0,0.0,325.0,202560.69227390405
7,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1831.788680861499,9037.806743251189,0.0,0.0,325.0,203832.79369084147
8,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1836.9670482314991,9475.59269914408,0.0,0.0,325.0,205457.64774935978
9,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1842.7976055764989,9944.876117649506,0.0,0.0,325.0,207395.76959919685
10,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1851.2920411134987,10394.397429156119,0.0,0.0,325.0,210031.8490144367
11,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1860.476022461499,10900.053566640598,0.0,0.0,325.0,213032.3906390423
12,1.0,0.0,1.0,0.5,4.5,200.0,5.0,1865.2303548904986,11417.416260961665,0.0,0.0,325.0,214655.6829381983
13,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1878.1104543104987,11958.80785360022,0.0,0.0,325.0,218535.6118224056
14,3.0,0.0,1.0,0.5,4.5,200.0,5.0,1898.8460168834988,12513.351507617685,0.0,0.0,325.0,225318.52404215847
15,3.0,0.0,1.0,0.5,4.5,200.0,5.0,1929.5118533569987,13155.385109217199,106.5,106.5,325.0,235429.12464135795
16,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1947.6609615049988,13841.749082595092,106.5,106.5,325.0,241142.41821965415
17,2.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,14512.548995667918,106.5,106.5,325.0,249695.16912218017
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,15235.648178248923,106.5,106.5,325.0,249695.16912218017
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,15957.199977411088,106.5,106.5,325.0,249695.16912218017
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,16746.043040237666,106.5,106.5,325.0,249695.16912218017
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,17603.704560772843,106.499999998589,106.5,325.0,249695.16912218017
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,18488.25791571343,94.28571428404413,106.5,325.0,249695.16912218017
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,19348.82149977977,94.28571428404413,106.5,325.0,249695.16912218017
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,20294.49589270801,94.28571428404413,106.5,325.0,249695.16912218017
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,1976.075650119999,21330.591834564144,94.28571428404413,106.5,325.0,249695.16912218017
0,16.0,0.0,0.0,0.5,4.5,200.0,5.0,3200.112793617999,6048.33949897794,0.0,0.0,0.0,326723.10774419
1,7.0,0.0,1.0,0.5,4.5,200.0,5.0,3213.0554666684993,6360.097848086879,0.0,0.0,325.0,330769.5979999263
2,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3221.954030568499,6691.516542599178,0.0,0.0,325.0,333335.9381405513
3,4.0,0.0,1.0,0.5,4.5,200.0,5.0,3231.6712186729997,7031.221698350316,0.0,0.0,325.0,336362.55448717775
4,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3243.548853959999,7378.256136420415,0.0,0.0,325.0,340352.4519524983
5,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3267.332679568499,7761.352392611521,0.0,0.0,325.0,347564.2588331461
6,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3298.853847788499,8154.572914093063,0.0,0.0,325.0,357174.43060649355
7,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3310.0836484034994,8559.572672465396,0.0,0.0,325.0,360631.82483369537
8,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3318.6819312229995,8997.650611528083,0.0,0.0,325.0,363221.92793823284
9,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3333.8157502819995,9444.103438041437,0.0,0.0,325.0,368125.86796875176
10,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3371.4048253454994,9925.174733601238,0.0,0.0,325.0,379774.8429013593
11,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3418.0127802145,10406.681437127269,0.0,0.0,325.0,394474.7981019498
12,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3450.8091079989995,10915.591436830546,0.0,0.0,325.0,404819.958517273
13,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3491.851599918999,11462.231099353041,0.0,0.0,325.0,418411.5584613713
14,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3521.9534437039993,12003.007367978766,0.0,0.0,325.0,428182.5616997616
15,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3538.436879068999,12623.627615886971,106.5,106.5,325.0,433722.14962209685
16,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3555.2744364189994,13264.4157974495,106.5,106.5,325.0,439575.2779364291
17,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3574.465964079,13944.992267087657,106.5,106.5,325.0,446234.493359014
18,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3598.290147224,14641.573333917471,106.5,106.5,325.0,453453.2487373576
19,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3623.608904019,15390.458882114925,106.5,106.5,325.0,461467.2956286016
20,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3651.716251089,16164.202429557548,106.5,106.5,325.0,470190.87671632244
21,1.0,1.0,1.0,0.5,4.5,200.0,5.0,3651.716251089,16935.563634968625,106.49999999923213,106.5,325.0,470190.87671632244
22,1.0,1.0,1.0,0.5,4.5,200.0,5.0,3651.716251089,17833.817421530304,94.28571428480538,106.5,325.0,470190.87671632244
23,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3651.716251089,18756.956585012667,94.28571428480538,106.5,325.0,470190.87671632244
24,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3651.716251089,19677.251588865405,94.28571428480538,106.5,325.0,470190.87671632244
25,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3651.716251089,20630.115494221835,94.28571428480538,106.5,325.0,470190.87671632244
0,20.0,0.0,0.0,0.5,4.5,200.0,5.0,3459.753817365,6135.090855979541,0.0,0.0,0.0,359340.55962987634
1,10.0,0.0,1.0,0.5,4.5,200.0,5.0,3496.3865650695006,6448.131626553754,0.0,0.0,325.0,371390.4437266201
2,7.0,0.0,1.0,0.5,4.5,200.0,5.0,3525.5105738735,6772.876387094882,0.0,0.0,325.0,380691.1190293583
3,4.0,0.0,1.0,0.5,4.5,200.0,5.0,3550.4578572684995,7122.516475078372,0.0,0.0,325.0,388315.0534094205
4,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3552.332912722999,7471.961175265133,0.0,0.0,325.0,388966.0097287417
5,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3552.473894905499,7844.636266363733,0.0,0.0,325.0,389013.78563402477
6,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3552.655375981999,8245.522341065422,0.0,0.0,325.0,389073.85252661817
