Step,# citizen coalition,# regulator coalition,# stakeholder coalition,Disruption,NGO Message,Num Properties,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
11,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,92.88175094793117,231.76962932210077,0.0,0.0,583.1100381444664,9920.555599496385
12,1.0,0.0,2.0,0.2,4.5,149.0,2000.0,93.11985310407096,247.1974704171702,0.0,0.0,581.067616179529,10003.275626979452
13,1.0,0.0,0.0,0.2,4.5,149.0,2000.0,93.3656074524198,262.8605180667996,0.0,0.0,581.067616179529,10088.59182878238
14,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,93.61296738348744,279.748682169135,0.0,0.0,581.067616179529,10175.132933986979
15,1.0,0.0,0.0,0.2,4.5,149.0,2000.0,93.86479839903728,297.5852802330319,71.0,71.0,581.067616179529,10263.258317043832
16,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,94.11911919496546,315.9191538541705,71.0,71.0,581.067616179529,10351.62536639226
17,1.0,0.0,0.0,0.2,4.5,149.0,2000.0,94.37594229531814,335.43992878589233,71.0,71.0,581.067616179529,10440.84653948947
18,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,94.63298331407415,356.1780256803785,71.0,71.0,581.067616179529,10530.805762212563
19,1.0,0.0,0.0,0.2,4.5,149.0,2000.0,94.8931528395631,377.11588001365027,71.0,71.0,581.067616179529,10621.208742679231
20,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,95.15378575476026,400.49727086865096,71.0,71.0,581.067616179529,10711.839101932883
21,1.0,1.0,1.0,0.2,4.5,149.0,2000.0,95.15378575476026,424.02502867511055,70.9999999758345,71.0,581.067616179529,10711.839101932883
22,1.0,1.0,1.0,0.2,4.5,149.0,2000.0,95.15378575476026,449.7525432595314,67.39999996562699,71.0,581.067616179529,10711.839101932883
23,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,95.15378575476026,474.78832640518874,67.39999996562699,71.0,581.067616179529,10711.839101932883
24,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,95.15378575476026,503.38289164238904,67.39999996562699,71.0,581.067616179529,10711.839101932883
25,1.0,0.0,1.0,0.2,4.5,149.0,2000.0,95.15378575476026,532.4016832720807,67.39999996562699,71.0,581.067616179529,10711.839101932883
0,1.0,0.0,0.0,0.5,1.0,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,1.0,149.0,2000.0,90.66944331728031,108.55369343548696,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,90.86927449313798,112.18925257476938,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,91.07475150900846,115.87382613291804,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,91.28796838541113,119.75813792882526,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,91.5054910288866,123.88706861816767,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,91.72587165969776,128.23853292077362,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,91.94945594151886,132.86221255287285,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,92.17765157713924,137.64265815181435,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,92.40954932080709,143.0064426547825,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,92.64477094632808,148.3586740119878,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,92.88175094793117,154.13108757880232,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,1.0,149.0,2000.0,93.11985310407096,160.30198236548316,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,1.0,149.0,2000.0,93.3656074524198,166.68023099556513,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,93.61296738348744,173.4342700317419,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,1.0,149.0,2000.0,93.86613346235887,180.3695259477528,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,94.11911919496546,187.63900968248706,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,1.0,149.0,2000.0,94.37594229531814,195.3032219067182,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,94.63298331407415,203.60211234297958,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,1.0,149.0,2000.0,94.8931528395631,211.9858431595136,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,95.15378575476026,220.6795545059798,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,1.0,149.0,2000.0,95.15378575476026,230.06147138113204,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,1.0,149.0,2000.0,95.15378575476026,239.37588191545603,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,95.15378575476026,249.65408842363567,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,95.15378575476026,261.1213570518346,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,1.0,149.0,2000.0,95.15378575476026,272.2414806209694,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,5.0,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,5.0,149.0,2000.0,90.66944331728031,114.90635089536966,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,90.86927449313798,125.17374607942907,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,91.07475150900846,135.73110871461898,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,91.28796838541113,146.91970462392274,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,91.5054910288866,158.47477543087228,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,91.72587165969776,171.0545419719712,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,91.94945594151886,184.2406248742108,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,92.17765157713924,197.84961104377493,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,92.40954932080709,212.21115314169805,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,92.64477094632808,227.34449850217734,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,92.88175094793117,243.38102746951034,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,5.0,149.0,2000.0,93.11985310407096,259.8407720483498,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,5.0,149.0,2000.0,93.3656074524198,276.7849743931559,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,93.61296738348744,295.0878157523023,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,5.0,149.0,2000.0,93.86613346235887,315.2229111001032,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,94.11911919496546,335.3350032621658,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,5.0,149.0,2000.0,94.37594229531814,356.18292664817585,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,94.63298331407415,378.21811755576783,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,5.0,149.0,2000.0,94.8931528395631,402.0870962419707,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,95.15378575476026,426.31942330779265,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,5.0,149.0,2000.0,95.15378575476026,451.8180126883182,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,5.0,149.0,2000.0,95.15378575476026,479.7551767296151,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,95.15378575476026,508.00297928449675,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,95.15378575476026,537.2547646522754,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,5.0,149.0,2000.0,95.15378575476026,569.8254751048547,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,10.0,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,10.0,149.0,2000.0,90.66944331728031,122.41489764777634,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,90.86927449313798,140.87934759269928,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,91.07475150900846,160.5870997277707,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,91.28796838541113,180.78935177638556,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,91.5054910288866,201.8469440118163,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,91.72587165969776,223.98371134529467,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,91.94945594151886,247.40723437724128,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,92.17765157713924,272.22851242714637,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,92.40954932080709,298.7732623696386,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,92.64477094632808,325.9791457595661,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,92.88175094793117,354.578191532261,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,10.0,149.0,2000.0,93.11985310407096,383.67831942309493,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,10.0,149.0,2000.0,93.3656074524198,416.1028708548748,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,93.61296738348744,449.36134423116573,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,10.0,149.0,2000.0,93.86613346235887,483.7722131574545,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,94.11911919496546,520.0030154507448,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,10.0,149.0,2000.0,94.37594229531814,558.6363257682752,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,94.63298331407415,598.1957094580099,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,10.0,149.0,2000.0,94.8931528395631,639.368431155204,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,95.15378575476026,685.3661751885717,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,10.0,149.0,2000.0,95.15378575476026,730.9973091614476,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,10.0,149.0,2000.0,95.15378575476026,781.7883592090685,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,95.15378575476026,833.8306341247683,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,95.15378575476026,890.3993088998554,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,10.0,149.0,2000.0,95.15378575476026,947.7233250748976,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,90.66944331728031,113.82945199687403,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,90.86927449313798,123.16016455260801,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.07475150900846,133.12592296092194,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.28796838541113,143.47993118967224,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.5054910288866,154.03995781236824,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.72587165969776,165.35783149826614,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.94945594151886,177.36506000835428,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.17765157713924,190.06719335406012,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.40954932080709,202.9492214990358,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.64477094632808,216.8271607248129,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.88175094793117,231.26094392885315,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,93.11985310407096,246.41566389057206,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.3656074524198,262.15834227530496,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,93.61296738348744,278.7982187215164,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.86613346235887,297.273687295594,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.11911919496546,316.45169622006347,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.37594229531814,335.9792846306254,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.63298331407415,357.0524906794477,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.8931528395631,378.1848076544348,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,401.0446044403597,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,425.3625315331827,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,450.3198226398937,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,475.86185661254814,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,503.7043364113913,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,534.2808850625413,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,90.66944331728031,113.86140672564751,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,90.86927449313798,123.22341701985157,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.07475150900846,133.08170976863096,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.28796838541113,142.87129515618193,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.5054910288866,153.45532048083544,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.72587165969776,164.54043574332402,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.94945594151886,176.54871199249246,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.17765157713924,188.81420104857534,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.40954932080709,202.0656685171043,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.64477094632808,215.87575871300763,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.88175094793117,230.45488634701312,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,93.11985310407096,245.80219768527604,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.3656074524198,261.9829628262504,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,93.61296738348744,278.5970309755393,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.86613346235887,296.7761966650738,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.11911919496546,315.2885146425949,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.37594229531814,335.0350379825082,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.63298331407415,355.2519453344417,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.8931528395631,376.27094860639517,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,398.35561914019684,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,421.86839176401065,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,446.53846106262546,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,473.1579150716149,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,498.97476132952715,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,528.2167793043714,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,90.66944331728031,113.81380138549186,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,90.86927449313798,123.1824795120883,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.07475150900846,132.9087599138003,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.28796838541113,143.3585054614898,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.5054910288866,154.07700546021954,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.72587165969776,165.36712172233916,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.94945594151886,177.2392827657001,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.17765157713924,189.47780848003475,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.40954932080709,202.38643989100174,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.64477094632808,216.30741237734807,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.88175094793117,230.7062838988864,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,93.11985310407096,245.74977749888615,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.3656074524198,261.81594598474777,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,93.61296738348744,279.0094947173425,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.86613346235887,296.72737734771255,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.11911919496546,314.9572319862543,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.37594229531814,335.3171597829642,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.63298331407415,356.202349412075,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.8931528395631,377.9688929312232,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,401.2928199315577,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,425.3612797237278,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,449.7128438030576,67.3999999656292,71.0,581.3575652237904,10711.357642933119
23,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,475.6683274072486,67.3999999656292,71.0,581.3575652237904,10711.357642933119
24,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,502.4290618749465,67.3999999656292,71.0,581.3575652237904,10711.357642933119
25,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,531.6865615054882,67.3999999656292,71.0,581.3575652237904,10711.357642933119
0,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,90.48115959030231,105.14815011495794,0.0,0.0,0.0,9084.745809443482
1,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,90.66944331728031,113.97830817093138,0.0,0.0,648.7843128562427,9150.098600820369
2,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,90.86927449313798,123.02037198036257,0.0,0.0,637.8980297959306,9219.557542513629
3,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.07475150900846,132.83516700613512,0.0,0.0,631.5477846872972,9291.44047661176
4,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.28796838541113,143.13308967986143,0.0,0.0,624.7526821296758,9365.931758566858
5,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.5054910288866,153.76464399892947,0.0,0.0,618.0949259489042,9441.956584668824
6,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.72587165969776,164.8610556064477,0.0,0.0,611.9184798982753,9518.78320146142
7,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,91.94945594151886,176.6580212980262,0.0,0.0,605.7095518774624,9597.009919638735
8,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.17765157713924,188.9680271208195,0.0,0.0,600.1984178953385,9676.246320096794
9,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.40954932080709,201.95027097979664,0.0,0.0,594.295671380631,9756.978775058475
10,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.64477094632808,215.79884896770946,0.0,0.0,588.7830217658553,9838.043789374504
11,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,92.88175094793117,229.89784168363798,0.0,0.0,583.3907274659464,9920.389449971904
12,1.0,0.0,2.0,0.5,4.5,149.0,2000.0,93.11985310407096,244.7282635183932,0.0,0.0,581.3575652237904,10003.078769791702
13,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.3656074524198,260.4903854389745,0.0,0.0,581.3575652237904,10088.269820222198
14,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,93.61296738348744,277.7666967769152,0.0,0.0,581.3575652237904,10174.758619423179
15,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,93.86613346235887,295.0253151613503,71.0,71.0,581.3575652237904,10262.655667944759
16,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.11911919496546,312.7801559060416,71.0,71.0,581.3575652237904,10351.107152194932
17,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.37594229531814,333.214849198269,71.0,71.0,581.3575652237904,10440.291043879128
18,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,94.63298331407415,353.0879526279442,71.0,71.0,581.3575652237904,10530.242565839957
19,1.0,0.0,0.0,0.5,4.5,149.0,2000.0,94.8931528395631,374.827300401342,71.0,71.0,581.3575652237904,10620.63665184552
20,1.0,0.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,397.11454223897834,71.0,71.0,581.3575652237904,10711.357642933119
21,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,419.7584215354115,70.99999997583606,71.0,581.3575652237904,10711.357642933119
22,1.0,1.0,1.0,0.5,4.5,149.0,2000.0,95.15378575476026,444.08177133982394,67.3999999656292,71.0,581.3575652237904,10711.357642933119
