id,lat,lon,,block_#,tract,population,Population_Density,Area,,,,,Income,,,,,,,,,,,,,,,,,,,,,,Bachelor's,,,,college , degree, income,power
410279502002,+45.6774616,-121.5292115,,Block Group 2,950200,943,311.4793,3.027488,,,,,76510,,,,,,,,,,,,,,,,,,,,,,127,,,,13.46765642,0.171165288,0.337543621,5.777575129
410279502003,+45.6858760,-121.5569169,,Block Group 3,950200,1051,458.3926,2.292794,,,,,95957,,,,,,,,,,,,,,,,,,,,,,366,,,,34.82397716,0.442590449,0.423339083,18.73658348
410279502004,+45.7037251,-121.5511113,,Block Group 4,950200,1898,1569.134,1.209584,,,,,59710,,,,,,,,,,,,,,,,,,,,,,627,,,,33.03477345,0.419850815,0.263426083,11.05996558
410279502005,+45.6673209,-121.6096856,,Block Group 5,950200,1561,82.60239,18.89776,,,,,84961,,,,,,,,,,,,,,,,,,,,,,408,,,,26.13709161,0.332185696,0.37482739,12.45122975
410279503001,+45.7177936,-121.5367712,,Block Group 1,950300,1044,1375.454,0.7590221,,,,,0,,,,,,,,,,,,,,,,,,,,,,275,,,,26.34099617,0.334777193,0,0
410279503002,+45.7068539,-121.5321186,,Block Group 2,950300,1167,4223.249,0.2763275,,,,,48389,,,,,,,,,,,,,,,,,,,,,,349,,,,29.90574122,0.380082819,0.213480568,8.114029633
410279503003,+45.7017791,-121.5288424,,Block Group 3,950300,683,4451.876,0.1534185,,,,,50365,,,,,,,,,,,,,,,,,,,,,,184,,,,26.93997072,0.342389776,0.222198203,7.607839275
410279503004,+45.7056510,-121.5203526,,Block Group 4,950300,800,4050.986,0.1974828,,,,,64477,,,,,,,,,,,,,,,,,,,,,,344,,,,43,0.546502463,0.284456935,15.54564154
410279503005,+45.7115190,-121.5093078,,Block Group 5,950300,623,1649.193,0.3777604,,,,,68224,,,,,,,,,,,,,,,,,,,,,,316,,,,50.7223114,0.644648096,0.300987793,19.40312073
410279503006,+45.6973264,-121.5166124,,Block Group 6,950300,1598,3804.926,0.4199819,,,,,0,,,,,,,,,,,,,,,,,,,,,,295,,,,18.46057572,0.234622095,0,0
410279504001,+45.6372768,-121.4755440,,Block Group 1,950400,1880,35.97585,52.25729,,,,,60167,,,,,,,,,,,,,,,,,,,,,,236,,,,12.55319149,0.159543025,0.265442257,4.234946055
410279504002,+45.6029581,-121.5848921,,Block Group 2,950400,1382,76.55679,18.05196,,,,,66563,,,,,,,,,,,,,,,,,,,,,,217,,,,15.70188133,0.199560856,0.293659862,5.860301358
410279504003,+45.6239417,-121.5383573,,Block Group 3,950400,2122,677.6829,3.131258,,,,,63560,,,,,,,,,,,,,,,,,,,,,,116,,,,5.466540999,0.069476235,0.280411352,1.948192511
410279504004,+45.6508584,-121.5306650,,Block Group 4,950400,515,152.2234,3.383186,,,,,53750,,,,,,,,,,,,,,,,,,,,,,55,,,,10.67961165,0.135731025,0.237132004,3.218616997
410290001001,+42.3364274,-122.8771283,,Block Group 1,100,1215,3165.327,0.3838466,,,,,25729,,,,,,,,,,,,,,,,,,,,,,27,,,,2.222222222,0.028243021,0.113510127,0.320586895
410290001002,+42.3221394,-122.8685552,,Block Group 2,100,776,1256.004,0.6178322,,,,,16375,,,,,,,,,,,,,,,,,,,,,,63,,,,8.118556701,0.103181657,0.072242541,0.745410504
410290002011,+42.3324503,-122.8864545,,Block Group 1,201,1199,5763.284,0.2080411,,,,,37656,,,,,,,,,,,,,,,,,,,,,,74,,,,6.171809842,0.078439751,0.166129167,1.303113048
410290002012,+42.3193575,-122.8738736,,Block Group 2,201,1109,7870.276,0.1409099,,,,,35455,,,,,,,,,,,,,,,,,,,,,,136,,,,12.26330027,0.155858693,0.156418888,2.43792434
410290002013,+42.3273803,-122.8812750,,Block Group 3,201,1606,9886.132,0.1624498,,,,,22216,,,,,,,,,,,,,,,,,,,,,,100,,,,6.226650062,0.079136735,0.098011621,0.775631962
410290002021,+42.3243059,-122.8839037,,Block Group 1,202,1214,7422.886,0.1635482,,,,,41821,,,,,,,,,,,,,,,,,,,,,,153,,,,12.6029654,0.160175619,0.18450414,2.955306498
410290002022,+42.3201452,-122.8854021,,Block Group 2,202,817,7351.453,0.1111345,,,,,47750,,,,,,,,,,,,,,,,,,,,,,83,,,,10.15911873,0.129115893,0.210661455,2.719974191
410290002023,+42.3244415,-122.8902642,,Block Group 3,202,1797,14448.05,0.1243766,,,,,32841,,,,,,,,,,,,,,,,,,,,,,48,,,,2.671118531,0.033948206,0.144886552,0.49186385
410290002031,+42.3149042,-122.8725227,,Block Group 1,203,1010,5447.712,0.1853989,,,,,39123,,,,,,,,,,,,,,,,,,,,,,121,,,,11.98019802,0.152260645,0.172601217,2.628037255
410290002032,+42.3158161,-122.8904637,,Block Group 2,203,1421,6842.355,0.207677,,,,,53942,,,,,,,,,,,,,,,,,,,,,,128,,,,9.007741027,0.11448262,0.237979062,2.724446649
410290002033,+42.3163439,-122.8817303,,Block Group 3,203,1418,9153.201,0.1549185,,,,,43854,,,,,,,,,,,,,,,,,,,,,,135,,,,9.52045134,0.12099884,0.193473245,2.341003814
410290003001,+42.3576236,-122.8967100,,Block Group 1,300,2967,5776.399,0.5136418,,,,,60165,,,,,,,,,,,,,,,,,,,,,,206,,,,6.943040108,0.088241593,0.265433433,2.342226911
410290003002,+42.3490207,-122.8878562,,Block Group 2,300,3212,2997.953,1.071398,,,,,27490,,,,,,,,,,,,,,,,,,,,,,201,,,,6.257783313,0.079532418,0.121279233,0.964563074
410290004031,+42.3371376,-122.8337992,,Block Group 1,403,3242,3047.39,1.063861,,,,,75450,,,,,,,,,,,,,,,,,,,,,,940,,,,28.99444787,0.368500865,0.332867158,12.26618353
410290004032,+42.3437919,-122.8397435,,Block Group 2,403,878,5639.834,0.1556783,,,,,61905,,,,,,,,,,,,,,,,,,,,,,134,,,,15.261959,0.193969725,0.273109892,5.297505079
410290004041,+42.3566858,-122.8346193,,Block Group 1,404,2456,4480.267,0.5481817,,,,,78359,,,,,,,,,,,,,,,,,,,,,,694,,,,28.25732899,0.359132556,0.345700962,12.415247
410290004042,+42.3493456,-122.8347594,,Block Group 2,404,2293,4025.493,0.5696197,,,,,79514,,,,,,,,,,,,,,,,,,,,,,510,,,,22.24160488,0.282676555,0.350796543,9.916195816
410290004051,+42.3461429,-122.8518569,,Block Group 1,405,2281,5962.468,0.3825597,,,,,41667,,,,,,,,,,,,,,,,,,,,,,293,,,,12.84524331,0.163254817,0.18382473,3.001027251
410290004052,+42.3449484,-122.8652012,,Block Group 2,405,2191,5802.35,0.3776056,,,,,42404,,,,,,,,,,,,,,,,,,,,,,476,,,,21.72523962,0.276113883,0.187076195,5.165433471
410290004061,+42.3498561,-122.8699982,,Block Group 1,406,1868,3346.55,0.5581868,,,,,37813,,,,,,,,,,,,,,,,,,,,,,276,,,,14.7751606,0.187782829,0.166821813,3.132627213
410290004062,+42.3554379,-122.8534433,,Block Group 2,406,2973,5550.294,0.5356473,,,,,71419,,,,,,,,,,,,,,,,,,,,,,397,,,,13.35351497,0.169714624,0.31508336,5.347425392
410290005011,+42.3279074,-122.8654394,,Block Group 1,501,1433,8664.068,0.1653958,,,,,28984,,,,,,,,,,,,,,,,,,,,,,111,,,,7.745987439,0.09844654,0.1278704,1.258839845
410290005012,+42.3235710,-122.8563723,,Block Group 2,501,1612,2754.588,0.5852054,,,,,57375,,,,,,,,,,,,,,,,,,,,,,422,,,,26.17866005,0.332714005,0.253124628,8.421810856
410290005021,+42.3367499,-122.8505227,,Block Group 1,502,1464,4064.59,0.3601839,,,,,73421,,,,,,,,,,,,,,,,,,,,,,292,,,,19.94535519,0.253492692,0.3239157,8.211026267
410290005022,+42.3336120,-122.8681488,,Block Group 2,502,2214,6331.021,0.3497066,,,,,37838,,,,,,,,,,,,,,,,,,,,,,342,,,,15.44715447,0.196323441,0.166932107,3.277268576
410290005023,+42.3380249,-122.8606448,,Block Group 3,502,2438,9845.207,0.2476332,,,,,21671,,,,,,,,,,,,,,,,,,,,,,101,,,,4.142739951,0.052651572,0.095607212,0.503387
410290006011,+42.3250467,-122.7981115,,Block Group 1,601,1863,1007.528,1.84908,,,,,130179,,,,,,,,,,,,,,,,,,,,,,743,,,,39.8819109,0.506873547,0.574318273,29.11067404
410290006012,+42.3260060,-122.8289413,,Block Group 2,601,1400,1778.045,0.7873816,,,,,90515,,,,,,,,,,,,,,,,,,,,,,517,,,,36.92857143,0.469338494,0.399330295,18.74210793
410290006013,+42.3240967,-122.8461672,,Block Group 3,601,1710,3399.876,0.5029595,,,,,72396,,,,,,,,,,,,,,,,,,,,,,381,,,,22.28070175,0.283173451,0.319393648,9.044380148
410290006014,+42.3197019,-122.8260579,,Block Group 4,601,1644,3271.4,0.5025371,,,,,55964,,,,,,,,,,,,,,,,,,,,,,265,,,,16.11922141,0.204864981,0.246899637,5.058108954
410290006021,+42.3129664,-122.8370192,,Block Group 1,602,1961,5002.306,0.3920192,,,,,30078,,,,,,,,,,,,,,,,,,,,,,419,,,,21.36664967,0.271556434,0.132696864,3.603468713
410290006022,+42.3133881,-122.8216956,,Block Group 2,602,2295,6120.306,0.3749813,,,,,37076,,,,,,,,,,,,,,,,,,,,,,545,,,,23.74727669,0.301812679,0.163570348,4.936760486
410290006023,+42.3031444,-122.8124732,,Block Group 3,602,1431,384.6518,3.720248,,,,,81813,,,,,,,,,,,,,,,,,,,,,,835,,,,58.35080363,0.741601347,0.360939175,26.76729783
410290007001,+42.2962685,-122.8687868,,Block Group 1,700,1717,921.2035,1.863866,,,,,41383,,,,,,,,,,,,,,,,,,,,,,346,,,,20.15142691,0.256111731,0.18257179,4.675877728
410290007002,+42.3093052,-122.8863702,,Block Group 2,700,2704,6090.157,0.4439951,,,,,45000,,,,,,,,,,,,,,,,,,,,,,279,,,,10.31804734,0.131135774,0.19852912,2.60342698
410290007003,+42.2869497,-122.8917544,,Block Group 3,700,720,451.9385,1.593137,,,,,55750,,,,,,,,,,,,,,,,,,,,,,234,,,,32.5,0.413054187,0.245955521,10.15929577
410290007004,+42.3049151,-122.9033372,,Block Group 4,700,1441,1849.5,0.7791295,,,,,52500,,,,,,,,,,,,,,,,,,,,,,313,,,,21.72102706,0.276060344,0.231617306,6.394035329
410290007005,+42.2997956,-122.8869608,,Block Group 5,700,2894,3568.09,0.8110783,,,,,55391,,,,,,,,,,,,,,,,,,,,,,441,,,,15.23842433,0.193670615,0.244371699,4.732761722
410290008001,+42.3318426,-122.9134763,,Block Group 1,800,3935,1452.133,2.709807,,,,,43265,,,,,,,,,,,,,,,,,,,,,,498,,,,12.65565438,0.160845263,0.190874719,3.070129435
410290008002,+42.3158811,-122.9253520,,Block Group 2,800,2289,654.3378,3.498194,,,,,44409,,,,,,,,,,,,,,,,,,,,,,472,,,,20.62035824,0.262071548,0.195921771,5.134552174
410290009001,+42.3883425,-122.9512913,,Block Group 1,900,934,212.9156,4.386714,,,,,71538,,,,,,,,,,,,,,,,,,,,,,305,,,,32.65524625,0.415027268,0.315608359,13.0986075
410290009002,+42.3768201,-122.9293986,,Block Group 2,900,2442,3271.134,0.7465301,,,,,53060,,,,,,,,,,,,,,,,,,,,,,638,,,,26.12612613,0.332046332,0.234087891,7.77280256
410290009003,+42.3479108,-122.9444416,,Block Group 3,900,734,201.0624,3.650607,,,,,0,,,,,,,,,,,,,,,,,,,,,,276,,,,37.60217984,0.477899626,0,0
410290009004,+42.3566142,-122.9172919,,Block Group 4,900,5045,1866.195,2.703361,,,,,58750,,,,,,,,,,,,,,,,,,,,,,408,,,,8.087215064,0.102783324,0.259190795,2.664049161
410290010011,+42.3693210,-122.9084594,,Block Group 1,1001,1879,5117.014,0.3672063,,,,,66656,,,,,,,,,,,,,,,,,,,,,,166,,,,8.834486429,0.112280665,0.294070156,3.301839264
410290010012,+42.3736311,-122.9141298,,Block Group 2,1001,365,3781.292,0.09652786,,,,,17019,,,,,,,,,,,,,,,,,,,,,,100,,,,27.39726027,0.348201633,0.075083713,2.614427152
410290010013,+42.3645009,-122.8938751,,Block Group 3,1001,3018,6428.329,0.4694844,,,,,57794,,,,,,,,,,,,,,,,,,,,,,413,,,,13.68455931,0.173921985,0.254973154,4.434543723
410290010014,+42.3733856,-122.9024994,,Block Group 4,1001,1296,4809.427,0.2694708,,,,,44375,,,,,,,,,,,,,,,,,,,,,,111,,,,8.564814815,0.108853311,0.195771771,2.131040555
410290010021,+42.3900213,-122.9272587,,Block Group 1,1002,2713,2445.596,1.109341,,,,,63487,,,,,,,,,,,,,,,,,,,,,,189,,,,6.966457796,0.088539217,0.280089294,2.479888687
410290010022,+42.3785521,-122.9160566,,Block Group 2,1002,977,8031.417,0.1216473,,,,,41438,,,,,,,,,,,,,,,,,,,,,,89,,,,9.109518936,0.115776152,0.182814437,2.116555205
410290010023,+42.3789748,-122.9111455,,Block Group 3,1002,785,6264.298,0.1253133,,,,,25192,,,,,,,,,,,,,,,,,,,,,,40,,,,5.095541401,0.064761068,0.111141013,0.719761071
410290011001,+42.4169716,-122.9289533,,Block Group 1,1100,1409,193.5287,7.280576,,,,,52192,,,,,,,,,,,,,,,,,,,,,,61,,,,4.329311568,0.055022778,0.230258485,1.26694614
410290011002,+42.3890616,-122.8971155,,Block Group 2,1100,3043,989.5432,3.075156,,,,,56481,,,,,,,,,,,,,,,,,,,,,,431,,,,14.16365429,0.180010976,0.249180516,4.485522779
410290011003,+42.4346713,-123.0088047,,Block Group 3,1100,802,78.43066,10.22559,,,,,61979,,,,,,,,,,,,,,,,,,,,,,72,,,,8.97755611,0.114098989,0.273436363,3.119881252
410290012001,+42.3794993,-122.8371881,,Block Group 1,1200,4449,1133.622,3.924589,,,,,49631,,,,,,,,,,,,,,,,,,,,,,515,,,,11.57563497,0.147118908,0.218959972,3.22131519
410290012002,+42.3730167,-122.8708209,,Block Group 2,1200,89,26.70376,3.332864,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0
410290013011,+42.4232214,-122.8757570,,Block Group 1,1301,1433,212.8316,6.733024,,,,,58224,,,,,,,,,,,,,,,,,,,,,,139,,,,9.699930216,0.123279901,0.25687021,3.166693419
410290013012,+42.4425881,-122.8461128,,Block Group 2,1301,642,316.432,2.028872,,,,,44750,,,,,,,,,,,,,,,,,,,,,,83,,,,12.92834891,0.164311035,0.19742618,3.243930009
410290013013,+42.4304922,-122.8412630,,Block Group 3,1301,1155,5823.506,0.1983341,,,,,49625,,,,,,,,,,,,,,,,,,,,,,77,,,,6.666666667,0.084729064,0.218933502,1.855003067
410290013014,+42.4034697,-122.8277637,,Block Group 4,1301,2253,445.1501,5.061214,,,,,58841,,,,,,,,,,,,,,,,,,,,,,208,,,,9.232134931,0.117334523,0.259592265,3.045913456
410290013021,+42.3730446,-122.7793008,,Block Group 1,1302,1185,42.84356,27.65877,,,,,68187,,,,,,,,,,,,,,,,,,,,,,152,,,,12.82700422,0.163023009,0.300824558,4.904132465
410290013022,+42.3642688,-122.8100618,,Block Group 2,1302,2820,374.2654,7.534761,,,,,113431,,,,,,,,,,,,,,,,,,,,,,979,,,,34.71631206,0.441222094,0.500430146,22.08008372
410290013023,+42.4291506,-122.8259361,,Block Group 3,1302,2577,6303.275,0.4088351,,,,,57146,,,,,,,,,,,,,,,,,,,,,,158,,,,6.131160264,0.077923121,0.252114335,1.964553574
410290013024,+42.4326894,-122.8326514,,Block Group 4,1302,2314,9377.627,0.2467575,,,,,36983,,,,,,,,,,,,,,,,,,,,,,21,,,,0.907519447,0.011533991,0.163160054,0.18818866
410290013025,+42.4377678,-122.8148931,,Block Group 5,1302,1247,1169.565,1.066209,,,,,48684,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0.214782037,0
410290014001,+42.4600386,-122.7924962,,Block Group 1,1400,3954,494.7512,7.991897,,,,,93009,,,,,,,,,,,,,,,,,,,,,,956,,,,24.17804755,0.307287501,0.41033322,12.60902697
410290014002,+42.4860521,-122.8025960,,Block Group 2,1400,2436,110.8941,21.9669,,,,,65160,,,,,,,,,,,,,,,,,,,,,,203,,,,8.333333333,0.10591133,0.287470165,3.044634758
410290014003,+42.4767418,-122.8008023,,Block Group 3,1400,4716,5455.402,0.8644642,,,,,44120,,,,,,,,,,,,,,,,,,,,,,302,,,,6.403731976,0.081387333,0.194646773,1.58417816
410290015001,+42.3271456,-122.9764940,,Block Group 1,1500,912,215.6078,4.229902,,,,,55257,,,,,,,,,,,,,,,,,,,,,,331,,,,36.29385965,0.461271714,0.243780524,11.244906
410290015002,+42.2906721,-122.9436560,,Block Group 2,1500,1956,290.6224,6.730383,,,,,82039,,,,,,,,,,,,,,,,,,,,,,577,,,,29.49897751,0.374913113,0.361936232,13.56946397
410290015003,+42.3081655,-123.0228244,,Block Group 3,1500,728,34.92488,20.84474,,,,,54848,,,,,,,,,,,,,,,,,,,,,,130,,,,17.85714286,0.22695285,0.241976115,5.49171689
410290015004,+42.3148730,-122.9521216,,Block Group 4,1500,1433,1199.561,1.194604,,,,,43603,,,,,,,,,,,,,,,,,,,,,,571,,,,39.84647592,0.506423192,0.192365894,9.741854977
410290016011,+42.2975491,-122.8389707,,Block Group 1,1601,3605,2774.087,1.299526,,,,,37925,,,,,,,,,,,,,,,,,,,,,,373,,,,10.34674064,0.131500448,0.16731593,2.200211973
410290016012,+42.2721532,-122.8095737,,Block Group 2,1601,1035,2265.64,0.4568245,,,,,29356,,,,,,,,,,,,,,,,,,,,,,112,,,,10.82125604,0.137531234,0.129511574,1.781188667
410290016021,+42.2600920,-122.8253361,,Block Group 1,1602,1545,901.1793,1.71442,,,,,61250,,,,,,,,,,,,,,,,,,,,,,296,,,,19.15857605,0.243493233,0.270220191,6.579678778
410290016022,+42.2841555,-122.8313356,,Block Group 2,1602,1579,6223.848,0.2537016,,,,,27083,,,,,,,,,,,,,,,,,,,,,,109,,,,6.90310323,0.087734021,0.119483648,1.048278091
410290016023,+42.2773472,-122.8548161,,Block Group 3,1602,506,102.748,4.924671,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,38.53754941,0.489787574,0,0
410290016024,+42.2632110,-122.8857103,,Block Group 4,1602,1094,250.47,4.367788,,,,,97868,,,,,,,,,,,,,,,,,,,,,,270,,,,24.68007313,0.313667924,0.431769953,13.54323851
410290016025,+42.2700564,-122.8159267,,Block Group 5,1602,1990,3759.177,0.5293712,,,,,28500,,,,,,,,,,,,,,,,,,,,,,284,,,,14.27135678,0.181379805,0.125735109,2.280580964
410290017001,+42.2541200,-122.7931273,,Block Group 1,1700,1225,1088.962,1.124925,,,,,44893,,,,,,,,,,,,,,,,,,,,,,268,,,,21.87755102,0.278049663,0.198057062,5.50696993
410290017002,+42.2372172,-122.7990178,,Block Group 2,1700,1901,536.692,3.542069,,,,,40074,,,,,,,,,,,,,,,,,,,,,,672,,,,35.34981589,0.449273522,0.176796799,7.943012051
410290017003,+42.2287325,-122.7523064,,Block Group 3,1700,673,492.4068,1.366756,,,,,33456,,,,,,,,,,,,,,,,,,,,,,166,,,,24.66567608,0.313484947,0.147599783,4.627031016
410290017004,+42.2359790,-122.7728504,,Block Group 4,1700,3786,5893.709,0.6423798,,,,,32059,,,,,,,,,,,,,,,,,,,,,,682,,,,18.01373481,0.228943034,0.141436557,3.238091435
410290018001,+42.2137591,-122.7247176,,Block Group 1,1800,1597,1367.33,1.16797,,,,,64229,,,,,,,,,,,,,,,,,,,,,,589,,,,36.8816531,0.468742192,0.283362819,13.28241087
410290018002,+42.2021626,-122.6967388,,Block Group 2,1800,2521,1648.013,1.529721,,,,,74694,,,,,,,,,,,,,,,,,,,,,,1290,,,,51.17017057,0.650340099,0.329531868,21.43077878
410290018003,+42.1832154,-122.6699075,,Block Group 3,1800,2689,1866.626,1.440567,,,,,49479,,,,,,,,,,,,,,,,,,,,,,1106,,,,41.1305318,0.522742719,0.218289385,11.41091867
410290018004,+42.1817625,-122.6797191,,Block Group 4,1800,1915,8087.681,0.2367799,,,,,27100,,,,,,,,,,,,,,,,,,,,,,449,,,,23.4464752,0.297989685,0.119558648,3.562724374
410290019001,+42.1903028,-122.6943686,,Block Group 1,1900,1858,5642.523,0.3292853,,,,,29784,,,,,,,,,,,,,,,,,,,,,,406,,,,21.85145318,0.277717976,0.131399807,3.649208842
410290019002,+42.1842234,-122.6957092,,Block Group 2,1900,984,3562.261,0.2762291,,,,,54500,,,,,,,,,,,,,,,,,,,,,,268,,,,27.23577236,0.346149225,0.240440823,8.322840451
410290020001,+42.1970297,-122.7075200,,Block Group 1,2000,1189,5587.664,0.2127902,,,,,38750,,,,,,,,,,,,,,,,,,,,,,644,,,,54.16316232,0.688379107,0.170955631,11.76822846
410290020002,+42.1934744,-122.7090806,,Block Group 2,2000,893,4085.422,0.2185821,,,,,42016,,,,,,,,,,,,,,,,,,,,,,467,,,,52.2956327,0.664644002,0.185364433,12.32013587
410290021001,+42.1920841,-122.7405296,,Block Group 1,2100,1793,481.7011,3.722225,,,,,46625,,,,,,,,,,,,,,,,,,,,,,882,,,,49.1912995,0.625189915,0.205698227,12.8600457
410290021002,+42.2022943,-122.7195422,,Block Group 2,2100,815,5327.216,0.152988,,,,,38984,,,,,,,,,,,,,,,,,,,,,,406,,,,49.81595092,0.633128834,0.171987982,10.88905508
410290021003,+42.1888332,-122.7224097,,Block Group 3,2100,760,918.6695,0.8272834,,,,,74607,,,,,,,,,,,,,,,,,,,,,,515,,,,67.76315789,0.861226342,0.329148045,28.3470967
410290022001,+42.1692958,-122.7124998,,Block Group 1,2200,812,602.9486,1.346715,,,,,72232,,,,,,,,,,,,,,,,,,,,,,535,,,,65.88669951,0.837377757,0.31867012,26.68472701
410290022002,+42.1882334,-122.7072069,,Block Group 2,2200,1375,7446.027,0.1846623,,,,,0,,,,,,,,,,,,,,,,,,,,,,486,,,,35.34545455,0.449218092,0,0
410290022003,+42.1664044,-122.6863494,,Block Group 3,2200,1070,522.6663,2.047196,,,,,90341,,,,,,,,,,,,,,,,,,,,,,641,,,,59.90654206,0.761373786,0.398562649,30.34551531
410290022004,+42.1724056,-122.6744013,,Block Group 4,2200,1289,2102.407,0.6131067,,,,,47617,,,,,,,,,,,,,,,,,,,,,,669,,,,51.90069822,0.659624637,0.210074691,13.85704419
410290023001,+42.1461537,-122.9033522,,Block Group 1,2300,639,7.455884,85.70413,,,,,61563,,,,,,,,,,,,,,,,,,,,,,265,,,,41.47104851,0.527070469,0.271601071,14.31529039
410290023002,+42.0847659,-122.7695098,,Block Group 2,2300,1013,7.079842,143.0823,,,,,65875,,,,,,,,,,,,,,,,,,,,,,278,,,,27.44323791,0.348785979,0.290624573,10.13657762
410290024001,+42.2667646,-122.7777554,,Block Group 1,2400,941,121.292,7.758136,,,,,67188,,,,,,,,,,,,,,,,,,,,,,269,,,,28.58660999,0.363317506,0.296417211,10.7693562
410290024002,+42.1897890,-122.6587240,,Block Group 2,2400,902,87.4428,10.31531,,,,,66250,,,,,,,,,,,,,,,,,,,,,,313,,,,34.70066519,0.441023232,0.292278982,12.89018214
410290025001,+42.2829930,-122.6036281,,Block Group 1,2500,1143,5.77834,197.8077,,,,,94583,,,,,,,,,,,,,,,,,,,,,,565,,,,49.43132108,0.628240435,0.417277328,26.215049
410290025002,+42.1908362,-122.4097091,,Block Group 2,2500,584,1.674987,348.6595,,,,,58611,,,,,,,,,,,,,,,,,,,,,,189,,,,32.3630137,0.411313179,0.258577561,10.63563586
410290025003,+42.1126253,-122.6518611,,Block Group 3,2500,593,25.34876,23.39365,,,,,87188,,,,,,,,,,,,,,,,,,,,,,277,,,,46.71163575,0.593674977,0.384652376,22.835849
410290026001,+42.7470005,-122.5430560,,Block Group 1,2600,1201,4.442511,270.3426,,,,,45536,,,,,,,,,,,,,,,,,,,,,,211,,,,17.56869276,0.223286834,0.200893822,4.485694554
410290026002,+42.6338550,-122.4341122,,Block Group 2,2600,1475,2.935668,502.4411,,,,,53333,,,,,,,,,,,,,,,,,,,,,,189,,,,12.81355932,0.162852133,0.235292301,3.831785316
410290027001,+42.6736714,-122.8720314,,Block Group 1,2700,869,12.09693,71.83639,,,,,52113,,,,,,,,,,,,,,,,,,,,,,134,,,,15.42002301,0.195978618,0.229909956,4.505743536
410290027002,+42.5508086,-122.8635319,,Block Group 2,2700,1892,75.59319,25.02871,,,,,68125,,,,,,,,,,,,,,,,,,,,,,428,,,,22.62156448,0.287505598,0.300551029,8.641010316
410290027003,+42.6178880,-122.8241628,,Block Group 3,2700,2913,839.2895,3.470793,,,,,39766,,,,,,,,,,,,,,,,,,,,,,418,,,,14.3494679,0.182372548,0.175437977,3.199507089
410290027004,+42.6896480,-122.7878813,,Block Group 4,2700,1637,10.63477,153.929,,,,,40828,,,,,,,,,,,,,,,,,,,,,,222,,,,13.56139279,0.172356618,0.180123265,3.104543665
410290028001,+42.5084686,-122.9181725,,Block Group 1,2800,1969,55.1412,35.70833,,,,,56934,,,,,,,,,,,,,,,,,,,,,,303,,,,15.38852209,0.195578261,0.251179042,4.912516033
410290028002,+42.5031985,-123.0308544,,Block Group 2,2800,2353,45.79888,51.37681,,,,,55763,,,,,,,,,,,,,,,,,,,,,,364,,,,15.46961326,0.196608878,0.246012874,4.836831501
410290028003,+42.4578589,-122.9715748,,Block Group 3,2800,638,42.75285,14.92298,,,,,62368,,,,,,,,,,,,,,,,,,,,,,117,,,,18.33855799,0.233071328,0.275152537,6.413016715
410290029001,+42.6892804,-123.0789821,,Block Group 1,2900,701,4.636274,151.199,,,,,46458,,,,,,,,,,,,,,,,,,,,,,133,,,,18.97289586,0.241133356,0.204961463,4.942304555
410290029002,+42.6149708,-123.1840636,,Block Group 2,2900,1869,46.51253,40.18272,,,,,65430,,,,,,,,,,,,,,,,,,,,,,403,,,,21.5623328,0.274043441,0.28866134,7.910574709
410290029003,+42.4755301,-123.1202292,,Block Group 3,2900,1625,106.7317,15.22509,,,,,54732,,,,,,,,,,,,,,,,,,,,,,280,,,,17.23076923,0.218992042,0.241464351,5.287877136
410290029004,+42.4299348,-123.1383792,,Block Group 4,2900,1280,138.8276,9.220066,,,,,27773,,,,,,,,,,,,,,,,,,,,,,77,,,,6.015625,0.076454741,0.122527761,0.936782828
410290029005,+42.4255035,-123.1980000,,Block Group 5,2900,1333,734.1289,1.815757,,,,,42052,,,,,,,,,,,,,,,,,,,,,,114,,,,8.552138035,0.108692198,0.185523257,2.016493048
410290029006,+42.4933123,-123.2043283,,Block Group 6,2900,984,44.93401,21.89878,,,,,52377,,,,,,,,,,,,,,,,,,,,,,173,,,,17.58130081,0.223447074,0.23107466,5.163295678
410290030011,+42.3790514,-123.0096758,,Block Group 1,3001,1026,70.16183,14.62334,,,,,70373,,,,,,,,,,,,,,,,,,,,,,175,,,,17.05653021,0.216777576,0.310468661,6.730264381
410290030012,+42.3949644,-123.0448113,,Block Group 2,3001,1047,95.49942,10.96342,,,,,50268,,,,,,,,,,,,,,,,,,,,,,206,,,,19.67526266,0.250059988,0.221770262,5.545586917
410290030013,+42.3793439,-123.0897861,,Block Group 3,3001,1199,59.4133,20.18067,,,,,42841,,,,,,,,,,,,,,,,,,,,,,150,,,,12.51042535,0.158999495,0.189004134,3.005156176
410290030014,+42.2715454,-123.1176272,,Block Group 4,3001,767,15.62689,49.08208,,,,,46000,,,,,,,,,,,,,,,,,,,,,,143,,,,18.6440678,0.236954162,0.202940878,4.808768572
410290030021,+42.3730167,-123.1836553,,Block Group 1,3002,1496,51.84331,28.85618,,,,,51346,,,,,,,,,,,,,,,,,,,,,,292,,,,19.51871658,0.248070388,0.226526137,5.619442682
410290030022,+42.1758588,-123.1889579,,Block Group 2,3002,1432,21.05101,68.02525,,,,,51875,,,,,,,,,,,,,,,,,,,,,,420,,,,29.32960894,0.372760547,0.228859958,8.530996299
