Step,# citizen coalitions,# citizens in coalition,# regulator coalitions,# regulators in coalition,# stakeholder coalitions,# stakeholders in coalition,Acceptable range,Disruption,Initial number,NGO message,Need,Num Properties,Procedure,Spatial decay rate,Sponsor message,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
6,15,44,0,0,7,0,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.829853493586,0
9,19,57,0,0,11,3,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.829853493586,0
10,20,60,0,0,12,4,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.7928923852618,0
11,22,66,0,0,13,4,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.7928923852618,0
12,24,72,0,0,14,4,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.7928923852618,0
13,25,75,0,0,15,5,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.6726015469883,0
14,26,78,0,0,16,6,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.7643776681027,0
15,27,81,0,0,17,7,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.9860946542904,0
16,28,84,0,0,18,8,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.0001624779125,0
17,29,87,0,0,19,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.3519219878407,0
18,31,93,0,0,20,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.3519219878407,0
19,33,99,0,0,21,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.3519219878407,0
20,33,99,1,2,21,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999056541,71.0,640.3519219878407,0
21,33,99,2,4,21,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658024,71.0,640.3519219878407,0
22,33,99,2,4,21,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658024,71.0,640.3519219878407,0
23,33,99,2,4,21,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658024,71.0,640.3519219878407,0
24,33,99,2,4,21,9,500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658024,71.0,640.3519219878407,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8710987436615,0
8,16,48,0,0,10,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9369047657534,0
9,18,54,0,0,11,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9369047657534,0
10,20,60,0,0,12,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9369047657534,0
11,22,66,0,0,13,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9369047657534,0
12,24,72,0,0,14,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9369047657534,0
13,25,75,0,0,15,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1526844781326,0
14,26,78,0,0,16,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.1045041872347,0
15,27,81,0,0,17,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.2657929099877,0
16,28,84,0,0,18,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.733002817814,0
17,29,87,0,0,19,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.822474460618,0
18,30,90,0,0,20,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.2585262687725,0
19,31,93,0,0,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.4478156616626,0
20,31,93,1,2,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999055869,71.0,638.4478156616626,0
21,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.4478156616626,0
22,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.4478156616626,0
23,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.4478156616626,0
24,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.4478156616626,0
0,6,14,0,0,1,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.887646750853,0
8,16,48,0,0,10,4,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9610738776062,0
9,17,51,0,0,11,5,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.0100362018483,0
10,19,57,0,0,12,5,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.0100362018483,0
11,20,60,0,0,13,6,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1976338417363,0
12,23,68,0,0,14,6,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1976338417363,0
13,24,72,0,0,15,6,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1976338417363,0
14,25,75,0,0,16,7,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.4526324810088,0
15,26,78,0,0,17,8,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.4669546025962,0
16,27,81,0,0,18,9,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9547819910013,0
17,28,84,0,0,19,10,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.3924235152693,0
18,29,87,0,0,20,11,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.6369700372088,0
19,30,90,0,0,21,12,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.9673305068956,0
20,30,90,1,2,21,12,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999053267,71.0,637.9673305068956,0
21,30,90,2,4,21,12,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998653367,71.0,637.9673305068956,0
22,30,90,2,4,21,12,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998653367,71.0,637.9673305068956,0
23,30,90,2,4,21,12,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998653367,71.0,637.9673305068956,0
24,30,90,2,4,21,12,900,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998653367,71.0,637.9673305068956,0
0,6,14,0,0,1,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8090270242423,0
8,16,48,0,0,10,4,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8789170641077,0
9,17,51,0,0,11,5,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.867341298647,0
10,18,54,0,0,12,6,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0279721742493,0
11,20,60,0,0,13,6,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0279721742493,0
12,22,66,0,0,14,6,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0279721742493,0
13,23,69,0,0,15,7,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,642.3255529585763,0
14,24,72,0,0,16,8,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.6087533588098,0
15,25,75,0,0,17,9,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.0685005042501,0
16,26,78,0,0,18,10,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.1291983013448,0
17,27,81,0,0,19,11,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.6084200499056,0
18,28,84,0,0,20,12,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,636.8090632548482,0
19,29,87,0,0,21,13,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,636.1382634883491,0
20,29,87,1,2,21,13,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999051661,71.0,636.1382634883491,0
21,29,87,2,4,21,13,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651082,71.0,636.1382634883491,0
22,29,87,2,4,21,13,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651082,71.0,636.1382634883491,0
23,29,87,2,4,21,13,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651082,71.0,636.1382634883491,0
24,29,87,2,4,21,13,1100,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651082,71.0,636.1382634883491,0
0,6,14,0,0,1,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.9022379325762,0
8,16,48,0,0,10,4,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.0418198430402,0
9,18,54,0,0,11,4,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.0418198430402,0
10,20,60,0,0,12,4,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.0418198430402,0
11,22,66,0,0,13,4,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.0418198430402,0
12,24,72,0,0,14,4,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.0418198430402,0
13,25,75,0,0,15,5,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.3418526194478,0
14,26,78,0,0,16,6,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.3704159680224,0
15,28,84,0,0,17,6,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.3704159680224,0
16,29,87,0,0,18,7,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.5146519126762,0
17,30,90,0,0,19,8,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.056355007578,0
18,31,93,0,0,20,9,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.180137680215,0
19,32,96,0,0,21,10,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.6895556100211,0
20,32,96,1,2,21,10,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999056932,71.0,639.6895556100211,0
21,32,96,2,4,21,10,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658581,71.0,639.6895556100211,0
22,32,96,2,4,21,10,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658581,71.0,639.6895556100211,0
23,32,96,2,4,21,10,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658581,71.0,639.6895556100211,0
24,32,96,2,4,21,10,1300,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658581,71.0,639.6895556100211,0
0,6,14,0,0,1,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,13,36,0,0,5,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,14,40,0,0,6,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,15,44,0,0,7,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,8,0,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
8,17,51,0,0,10,3,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8947792330968,0
9,19,57,0,0,11,3,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8947792330968,0
10,20,60,0,0,12,4,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9533467842716,0
11,22,66,0,0,13,4,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9533467842716,0
12,25,74,0,0,14,4,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9533467842716,0
13,26,78,0,0,15,4,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9533467842716,0
14,27,81,0,0,16,5,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,644.2355614971431,0
15,28,84,0,0,17,6,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.6969526465265,0
16,29,87,0,0,18,7,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.7750230925235,0
17,31,93,0,0,19,7,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.7750230925235,0
18,32,96,0,0,20,8,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.0414251498906,0
19,33,99,0,0,21,9,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.1321052413421,0
20,33,99,1,2,21,9,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999060788,71.0,640.1321052413421,0
21,33,99,2,4,21,9,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998664067,71.0,640.1321052413421,0
22,33,99,2,4,21,9,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998664067,71.0,640.1321052413421,0
23,33,99,2,4,21,9,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998664067,71.0,640.1321052413421,0
24,33,99,2,4,21,9,1500,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998664067,71.0,640.1321052413421,0
0,6,14,0,0,1,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8633143345049,0
8,16,48,0,0,10,4,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9032877781635,0
9,17,51,0,0,11,5,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9366185649934,0
10,18,54,0,0,12,6,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.069440324819,0
11,20,60,0,0,13,6,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.069440324819,0
12,22,66,0,0,14,6,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.069440324819,0
13,23,69,0,0,15,7,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,642.3952793519891,0
14,24,72,0,0,16,8,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.3961692556247,0
15,25,75,0,0,17,9,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.7443016721644,0
16,26,78,0,0,18,10,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.8571692684467,0
17,27,81,0,0,19,11,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.2937156069569,0
18,28,84,0,0,20,12,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.6177964805668,0
19,29,87,0,0,21,13,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,637.0493938043309,0
20,29,87,1,2,21,13,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999051703,71.0,637.0493938043309,0
21,29,87,2,4,21,13,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651142,71.0,637.0493938043309,0
22,29,87,2,4,21,13,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651142,71.0,637.0493938043309,0
23,29,87,2,4,21,13,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651142,71.0,637.0493938043309,0
24,29,87,2,4,21,13,700,0.1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998651142,71.0,637.0493938043309,0
0,6,14,0,0,1,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8364085668356,0
8,17,51,0,0,10,3,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8364085668356,0
9,18,54,0,0,11,4,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8268313307232,0
10,20,60,0,0,12,4,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8268313307232,0
11,21,63,0,0,13,5,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.2360638704793,0
12,23,69,0,0,14,5,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.2360638704793,0
13,25,75,0,0,15,5,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.2360638704793,0
14,26,78,0,0,16,6,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.6914628465453,0
15,27,81,0,0,17,7,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.7175168424692,0
16,28,84,0,0,18,8,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.9151878127809,0
17,29,87,0,0,19,9,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9880622815978,0
18,30,90,0,0,20,10,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.4460296868144,0
19,31,93,0,0,21,11,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.684565533292,0
20,31,93,1,2,21,11,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999055863,71.0,638.684565533292,0
21,31,93,2,4,21,11,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.3999999865706,71.0,638.684565533292,0
22,31,93,2,4,21,11,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.3999999865706,71.0,638.684565533292,0
23,31,93,2,4,21,11,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.3999999865706,71.0,638.684565533292,0
24,31,93,2,4,21,11,700,0.2,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.3999999865706,71.0,638.684565533292,0
0,6,14,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8666557097482,0
8,16,48,0,0,10,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9210515655553,0
9,17,51,0,0,11,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9178802405828,0
10,20,59,0,0,12,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9178802405828,0
11,22,65,0,0,13,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9178802405828,0
