id,LAND USE,zip,population,power,ideology,lat,lon,,ideology,ideology
9337,SFR,97217-6826,1,0.344371193,2,45.58288554,-122.6883068,,2,200
9338,SFR,97217-6826,1,0.362796569,2,45.58288546,-122.6884553,,2,200
9339,SFR,97217-6826,1,0.434574383,0,45.58288493,-122.6886272,,0,0
9340,SFR,97217-6805,1,0.330785107,2,45.5828867,-122.6888226,,2,200
9341,SFR,97217-6805,1,0.440595944,0,45.58268005,-122.6887248,,0,0
9342,SFR,97217-6818,1,0.576436759,2,45.58254201,-122.6886257,,2,200
9343,SFR,97217-6805,1,0.555476515,1,45.58254378,-122.6888211,,1,100
9345,SFR,97217-6818,1,0.481734931,1,45.58261071,-122.6883314,,1,100
9346,SFR,97217-6818,1,0.330805146,2,45.58261168,-122.6881361,,2,200
9347,MFR,97217-6800,2.2,0.19091656,1,45.58260991,-122.6879406,,1,100
9357,SFR,97217-6820,1,0.447719622,2,45.58218268,-122.6891979,,2,200
9359,SFR,97217-6820,1,0.586025168,2,45.58218429,-122.6895457,,2,200
9360,SFR,97217-6820,1,0.346996233,1,45.58218309,-122.6897527,,1,100
9361,SFR,97217-6820,1,0.536339772,2,45.58218515,-122.6899326,,2,200
9362,SFR,97217-6820,1,0.304975553,0,45.58218418,-122.6901279,,0,0
9363,SFR,97217-6821,1,0.504107887,2,45.58218505,-122.6903702,,2,200
9364,SFR,97217-6821,1,0.324763546,0,45.58218585,-122.6906163,,0,0
9365,SFR,97217-6821,1,0.416900449,0,45.58218488,-122.6908117,,0,0
9366,SFR,97217-6821,1,0.349300657,0,45.5821839,-122.691007,,0,0
9367,SFR,97217-6821,1,0.363668243,0,45.58218566,-122.6912024,,0,0
9368,SFR,97217-6822,1,0.31827108,2,45.58218469,-122.6913977,,2,200
9369,SFR,97217-6822,1,0.356704873,0,45.58218645,-122.6915932,,0,0
9370,SFR,97217-6822,1,0.375541039,2,45.58218547,-122.6917885,,2,200
9371,SFR,97217-6822,1,0.353949583,2,45.58218634,-122.6920308,,2,200
9372,SFR,97217-6822,1,0.353749198,2,45.58218546,-122.6919331,,2,200
9373,SFR,97217-6822,1,0.405739019,2,45.58218611,-122.6921871,,2,200
9374,SFR,97217-6852,1,0.493096746,2,45.58184311,-122.6921894,,2,200
9375,SFR,97217-6852,1,0.391872395,0,45.58198026,-122.6921908,,0,0
9376,SFR,97217-6831,1,0.352296409,2,45.58191285,-122.691985,,2,200
9377,SFR,97217-6831,1,0.411229561,2,45.58191109,-122.6917896,,2,200
9378,SFR,97217-6831,1,0.388826547,2,45.58191117,-122.6916411,,2,200
9379,SFR,97217-6831,1,0.36712488,1,45.5819103,-122.6913989,,1,100
9380,SFR,97217-6831,1,0.348328791,1,45.58191029,-122.6915434,,1,100
9381,SFR,97217-6829,1,0.420858047,2,45.58191128,-122.6912035,,2,200
9382,SFR,97217-6829,1,0.408334001,2,45.58190951,-122.6910081,,2,200
9383,SFR,97217-6829,1,0.463119189,1,45.58191146,-122.690762,,1,100
9384,SFR,97217-6829,1,0.343609731,2,45.58191059,-122.6905198,,2,200
9385,SFR,97217-6829,1,0.304474591,1,45.58191156,-122.6903244,,1,100
9386,SFR,97217-6827,1,0.353228198,1,45.58190979,-122.690129,,1,100
9387,SFR,97217-6827,1,0.42279176,0,45.58191077,-122.6899337,,0,0
9388,SFR,97217-6827,1,0.359390029,2,45.581909,-122.6897383,,2,200
9389,SFR,97217-6827,1,0.376242385,2,45.58190998,-122.6895429,,2,200
9392,SFR,97217-6443,1,0.441317329,0,45.58190528,-122.6886363,,0,0
9393,SFR,97217-6443,1,0.389077028,0,45.58190344,-122.6884448,,0,0
9394,SFR,97217-6443,1,0.389347547,2,45.58190382,-122.6882807,,2,200
9395,SFR,97217-6443,1,0.393405338,0,45.58190412,-122.6881205,,0,0
9396,SFR,97217-6441,1,0.376462809,0,45.5819022,-122.6879329,,0,0
9397,SFR,97217-6441,1,0.454151972,2,45.58190132,-122.6876906,,2,200
9403,SFR,97217-6442,1,0.381282062,1,45.58151535,-122.6876444,,1,100
9404,SFR,97217-6442,1,0.291940526,1,45.58146318,-122.6877909,,1,100
9405,SFR,97217-6442,1,0.406831116,1,45.5814631,-122.6879394,,1,100
9406,SFR,97217-6444,1,0.355001603,1,45.58146487,-122.6881348,,1,100
9407,SFR,97217-6444,1,0.355422411,1,45.5814639,-122.6883301,,1,100
9408,SFR,97217-6444,1,0.324172411,2,45.58146567,-122.6885255,,2,200
9409,SFR,97217-6416,1,0.443982446,1,45.58153508,-122.6887705,,1,100
9410,SFR,97217-6416,1,0.552921609,1,45.58139793,-122.6887691,,1,100
9412,SFR,97217-6828,1,0.396040398,0,45.58147111,-122.6892486,,0,0
9413,SFR,97217-6828,1,0.419094662,1,45.58147199,-122.6894909,,1,100
9414,SFR,97217-6828,1,0.356935316,2,45.58147005,-122.6897369,,2,200
9415,SFR,97217-6828,1,0.322198621,2,45.58147181,-122.6899324,,2,200
9416,SFR,97217-6828,1,0.433873036,2,45.58147084,-122.6901277,,2,200
9417,SFR,97217-6830,1,0.459191648,1,45.5814726,-122.6903231,,1,100
9418,SFR,97217-6830,1,0.348358849,0,45.58147163,-122.6905184,,0,0
9419,SFR,97217-6830,1,0.428242225,1,45.58147065,-122.6907138,,1,100
9420,SFR,97217-6830,1,0.43158865,2,45.58147242,-122.6909092,,2,200
9421,SFR,97217-6813,1,0.468629769,1,45.58147144,-122.6911045,,1,100
9422,SFR,97217-6832,1,0.365842417,2,45.5814732,-122.6912999,,2,200
9423,SFR,97217-6832,1,0.361514107,1,45.5814723,-122.6914913,,1,100
9424,SFR,97217-6832,1,0.368988458,1,45.58147132,-122.6916867,,1,100
9425,SFR,97217-6832,1,0.354931468,0,45.58147309,-122.6918821,,0,0
9426,SFR,97217-6832,1,0.366533745,1,45.58147285,-122.6920384,,1,100
9427,SFR,97217-6832,1,0.48949984,0,45.58147254,-122.6921986,,0,0
9428,SFR,97217-6837,1,0.384939083,1,45.58119831,-122.6921919,,1,100
9429,SFR,97217-6837,1,0.425917762,2,45.58119958,-122.6919809,,2,200
9430,SFR,97217-6837,1,0.409806829,0,45.58119782,-122.6917855,,0,0
9431,SFR,97217-6837,1,0.405077749,2,45.5811988,-122.6915902,,2,200
9432,SFR,97217-6837,1,0.335163514,1,45.58119703,-122.6913948,,1,100
9433,SFR,97217-6835,1,0.452188201,0,45.58119749,-122.6912268,,0,0
9434,SFR,97217-6835,1,0.374408865,1,45.58119758,-122.6910783,,1,100
9435,SFR,97217-6835,1,0.446617506,0,45.58119803,-122.6909103,,0,0
9436,SFR,97217-6835,1,0.386962969,1,45.58119856,-122.6907384,,1,100
9437,SFR,97217-6835,1,0.404987576,0,45.58119865,-122.6905899,,0,0
9438,SFR,97217-6835,1,0.333560436,0,45.58119591,-122.6904453,,0,0
9439,SFR,97217-6835,1,0.404155979,2,45.581196,-122.6902968,,2,200
9440,SFR,97217-6833,1,0.448170487,2,45.58119645,-122.6901288,,2,200
9441,SFR,97217-6833,1,0.432500401,1,45.58119743,-122.6899335,,1,100
9442,SFR,97217-6833,1,0.428362456,0,45.58119566,-122.6897381,,0,0
9443,SFR,97217-6833,1,0.395809955,0,45.58119664,-122.6895427,,0,0
9444,SFR,97217-6415,1,0.542040718,2,45.58119583,-122.6892966,,2,200
9445,SFR,97217-6457,1,0.49474992,1,45.58115785,-122.6888419,,1,100
9446,SFR,97217-6457,1,0.47820816,2,45.58115785,-122.6886973,,2,200
9447,SFR,97217-6457,1,0.375210404,1,45.58119128,-122.6885267,,1,100
9448,SFR,97217-6457,1,0.482486374,0,45.58118951,-122.6883313,,0,0
9449,SFR,97217-6457,1,0.44393235,2,45.58119048,-122.6881359,,2,200
9450,SFR,97217-6455,1,0.498627365,2,45.58118871,-122.6879405,,2,200
9452,MFR,97217-6619,12.604,0.2373958,2,45.58118822,-122.687245,,2,200
9453,SFR,97217-6505,1,0.637814604,2,45.58081232,-122.6872461,,2,200
9454,SFR,97217-6505,1,0.46204713,2,45.58064212,-122.6872513,,2,200
9455,SFR,97217-6505,1,0.467918403,0,45.58070525,-122.6872498,,0,0
9456,SFR,97217-6456,1,0.341114941,2,45.58074896,-122.6875485,,2,200
9457,SFR,97217-6456,1,0.458750802,1,45.58075073,-122.6877439,,1,100
9459,SFR,97217-6458,1,0.514237336,1,45.58075153,-122.6881346,,1,100
9460,SFR,97217-6458,1,0.423984049,2,45.58075055,-122.6883299,,2,200
9461,SFR,97217-6458,1,0.40743227,0,45.58075232,-122.6885254,,0,0
9462,SFR,97217-6414,1,0.463920728,1,45.58067636,-122.6887686,,1,100
9463,SFR,97217-6414,1,0.446747756,2,45.58081352,-122.68877,,2,200
9464,SFR,97217-6413,1,0.33456236,2,45.58081727,-122.6892937,,2,200
9465,SFR,97217-6413,1,0.351665197,2,45.58068552,-122.6892964,,2,200
9466,SFR,97217-6834,1,0.370100593,2,45.58074998,-122.6895138,,2,200
9467,SFR,97217-6834,1,0.329813241,2,45.58074989,-122.6896622,,2,200
9468,SFR,97217-6834,1,0.357997355,0,45.58074988,-122.6898068,,0,0
9469,SFR,97217-6834,1,0.381672812,0,45.58074891,-122.6900021,,0,0
9470,SFR,97217-6836,1,0.453049856,0,45.58075104,-122.6903226,,0,0
9471,SFR,97217-6834,1,0.516982607,0,45.58075112,-122.6901741,,0,0
9472,SFR,97217-6836,1,0.398865822,0,45.58075006,-122.6905179,,0,0
9473,SFR,97217-6836,1,0.452538875,2,45.58075183,-122.6907133,,2,200
9474,SFR,97217-6836,1,0.349440927,2,45.58075085,-122.6909087,,2,200
9475,SFR,97217-6836,1,0.397964091,2,45.58074987,-122.691104,,2,200
9476,SFR,97217-6836,1,0.425647243,0,45.58075164,-122.6912994,,0,0
9477,SFR,97217-6838,1,0.450064123,2,45.58075074,-122.6914908,,2,200
9478,SFR,97217-6838,1,0.44235933,2,45.5807525,-122.6916862,,2,200
9479,SFR,97217-6838,1,0.318060676,0,45.5807524,-122.6919793,,0,0
9480,SFR,97217-6838,1,0.396751763,0,45.58075241,-122.6918347,,0,0
9481,SFR,97217-6838,1,0.424735492,1,45.58081152,-122.6921886,,1,100
9482,SFR,97217-6857,1,0.431768996,2,45.58067429,-122.6921911,,2,200
9483,SFR,97217-6857,1,0.352096024,2,45.58054625,-122.6921432,,2,200
9484,SFR,97217-6857,1,0.356965374,2,45.58040909,-122.6921418,,2,200
9485,SFR,97217-6847,1,0.33639588,1,45.58047714,-122.6918827,,1,100
9486,SFR,97217-6847,1,0.410808753,2,45.58047811,-122.6916874,,2,200
9487,SFR,97217-6847,1,0.415778294,2,45.58047635,-122.6914919,,2,200
9488,SFR,97217-6845,1,0.359289836,1,45.58047725,-122.6913005,,1,100
9489,SFR,97217-6845,1,0.36646361,1,45.58047549,-122.6911051,,1,100
9490,SFR,97217-6845,1,0.415477717,2,45.58047647,-122.6909098,,2,200
9491,SFR,97217-6845,1,0.354200064,2,45.58047744,-122.6907145,,2,200
9492,SFR,97217-6845,1,0.345202789,0,45.58047568,-122.690519,,0,0
9493,SFR,97217-6845,1,0.337487977,2,45.58047665,-122.6903237,,2,200
9494,SFR,97217-6843,1,0.427120071,2,45.58047489,-122.6901283,,2,200
9495,SFR,97217-6843,1,0.385530218,2,45.58047542,-122.6899564,,2,200
9496,SFR,97217-6843,1,0.355763065,0,45.5804755,-122.6898079,,0,0
9497,SFR,97217-6843,1,0.401280458,2,45.58047551,-122.6896634,,2,200
9498,SFR,97217-6843,1,0.382494389,0,45.58047559,-122.6895149,,0,0
9499,SFR,97217-6869,1,0.404005691,1,45.58047427,-122.6892961,,1,100
9500,SFR,97217-6414,1,0.40545848,2,45.58054743,-122.6887675,,2,200
9501,SFR,97217-6414,1,0.439403655,2,45.5804102,-122.68877,,2,200
9502,SFR,97217-6461,1,0.414896601,1,45.58047794,-122.6885265,,1,100
9503,SFR,97217-6461,1,0.420757855,0,45.58047617,-122.6883311,,0,0
9504,SFR,97217-6461,1,0.363237416,0,45.58047714,-122.6881358,,0,0
9505,SFR,97217-6459,1,0.283855002,0,45.58047537,-122.6879403,,0,0
9506,SFR,97217-6459,1,0.453430587,0,45.58047634,-122.687745,,0,0
9507,SFR,97217-6459,1,0.406470423,1,45.58047457,-122.6875496,,1,100
9508,SFR,97217-6505,1,0.643235011,1,45.58044191,-122.6872475,,1,100
9509,SFR,97217-6505,1,0.415297371,1,45.58057906,-122.6872489,,1,100
9510,SFR,97217-6503,1,0.678081917,1,45.58003511,-122.6871419,,1,100
9511,SFR,97217-6460,1,0.65585925,0,45.58003666,-122.6873491,,0,0
9512,SFR,97217-6460,1,0.395018435,0,45.58003562,-122.6875483,,0,0
9513,SFR,97217-6467,1,0.44248958,0,45.58003739,-122.6877437,,0,0
9514,SFR,97217-6460,1,0.37893756,0,45.58003642,-122.687939,,0,0
9515,SFR,97217-6462,1,0.398515149,0,45.58003818,-122.6881345,,0,0
9516,SFR,97217-6462,1,0.435345864,0,45.58003721,-122.6883298,,0,0
9517,SFR,97217-6462,1,0.333039436,1,45.58003898,-122.6885252,,1,100
9518,SFR,97217-6412,1,0.540487736,0,45.57997124,-122.6887687,,0,0
9519,SFR,97217-6412,1,0.380360292,2,45.58010847,-122.6887662,,2,200
9520,SFR,97217-6411,1,0.303913514,1,45.58012342,-122.6892786,,1,100
9521,SFR,97217-6411,1,0.272893956,2,45.58003287,-122.689279,,2,200
9522,SFR,97217-6411,1,0.288844582,2,45.57993958,-122.6892793,,2,200
9523,SFR,97217-6844,1,0.358388105,1,45.58003182,-122.6894782,,1,100
9524,SFR,97217-6844,1,0.327869509,2,45.58003181,-122.6896228,,2,200
9525,SFR,97217-6464,1,0.377835444,1,45.57998645,-122.6898438,,1,100
9526,SFR,97217-6464,1,0.349330715,0,45.58012361,-122.6898451,,0,0
9527,SFR,97217-6436,1,0.283334001,2,45.58010335,-122.6903327,,2,200
9528,SFR,97217-6846,1,0.255280138,1,45.58010252,-122.6905203,,1,100
9529,SFR,97217-6846,1,0.277883536,0,45.58010236,-122.6906726,,0,0
9530,SFR,97217-6846,1,0.299975954,0,45.58010235,-122.6908172,,0,0
9531,SFR,97217-6846,1,0.348789676,0,45.58010219,-122.6909696,,0,0
9532,SFR,97217-6846,1,0.350262504,1,45.58010218,-122.6911141,,1,100
9533,SFR,97217-6846,1,0.289014909,2,45.58010417,-122.6912978,,2,200
9534,SFR,97217-6848,1,0.366553783,2,45.58004243,-122.6915142,,2,200
9535,SFR,97217-6848,1,0.397883937,0,45.58004138,-122.6917135,,0,0
9536,SFR,97217-6848,1,0.412582158,0,45.58004033,-122.6919127,,0,0
9537,SFR,97217-6453,1,0.543403334,1,45.58004112,-122.6921589,,1,100
9538,SFR,97217-6451,1,0.286520119,1,45.57998065,-122.6913009,,1,100
9539,SFR,97217-6451,1,0.285638426,1,45.57998148,-122.6911134,,1,100
9540,SFR,97217-6451,1,0.329913434,2,45.57998149,-122.6909688,,2,200
9541,SFR,97217-6451,1,0.356063642,0,45.57998157,-122.6908203,,0,0
9542,SFR,97217-6451,1,0.288483889,1,45.57998166,-122.6906719,,1,100
9543,SFR,97217-6451,1,0.256161831,2,45.57998181,-122.6905195,,2,200
9544,SFR,97217-6436,1,0.262974912,2,45.57998264,-122.690332,,2,200
9545,SFR,97217-6449,1,0.411780619,1,45.57975845,-122.6898584,,1,100
9546,SFR,97217-6449,1,0.333460244,0,45.57975661,-122.6896669,,0,0
9547,SFR,97217-6449,1,0.390018836,2,45.57975699,-122.6895028,,2,200
9548,SFR,97217-6411,1,0.304143956,0,45.57985185,-122.6892759,,0,0
9549,SFR,97217-6411,1,0.31460404,2,45.5797613,-122.6892764,,2,200
9550,SFR,97217-6411,1,0.305526611,2,45.57966801,-122.6892767,,2,200
9551,SFR,97217-6412,1,0.349501042,2,45.57969686,-122.6887699,,2,200
9552,SFR,97217-6412,1,0.374098269,2,45.57983409,-122.6887673,,2,200
9553,SFR,97217-6447,1,0.408464251,2,45.5797646,-122.6885263,,2,200
9554,SFR,97217-6447,1,0.369789997,1,45.57976557,-122.688331,,1,100
9555,SFR,97217-6447,1,0.359820856,0,45.5797638,-122.6881356,,0,0
9556,SFR,97217-6445,1,0.436828711,1,45.57976203,-122.6879402,,1,100
9557,SFR,97217-6445,1,0.436007134,1,45.579763,-122.6877449,,1,100
9558,SFR,97217-6445,1,0.372254729,1,45.57976123,-122.6875494,,1,100
9559,SFR,97217-6503,1,0.50144277,1,45.57983008,-122.6872473,,1,100
9560,SFR,97217-6503,1,0.54254168,1,45.57969292,-122.687246,,1,100
9561,SFR,97217-6574,1,0.480843219,2,45.5793912,-122.6872421,,2,200
9562,SFR,97217-6501,1,0.385420006,0,45.57925397,-122.6872447,,0,0
9563,SFR,97217-6446,1,0.478699102,1,45.57932502,-122.6875482,,1,100
9564,SFR,97217-6446,1,0.432750882,2,45.57932404,-122.6877436,,2,200
9565,SFR,97217-6446,1,0.363628166,0,45.57932581,-122.687939,,0,0
9566,SFR,97217-6448,1,0.42042722,0,45.57932484,-122.6881343,,0,0
9567,SFR,97217-6448,1,0.397493187,2,45.57932661,-122.6883297,,2,200
9568,SFR,97217-6448,1,0.356163835,1,45.57932564,-122.688525,,1,100
9569,SFR,97217-6448,1,0.368858208,1,45.57939513,-122.688766,,1,100
9570,SFR,97217-6410,1,0.385129449,2,45.5792579,-122.6887685,,2,200
9571,SFR,97217-6409,1,0.406199904,2,45.57926158,-122.6892961,,2,200
9572,SFR,97217-6409,1,0.379057791,1,45.57939874,-122.6892975,,1,100
9573,SFR,97217-6468,1,0.426939724,0,45.57932003,-122.6895406,,0,0
9574,SFR,97217-6450,1,0.363087127,1,45.57931943,-122.6897164,,1,100
9575,SFR,97217-6450,1,0.487385781,2,45.57931882,-122.6898922,,2,200
9576,SFR,97217-6424,1,0.380570696,1,45.57904474,-122.6898777,,1,100
9577,SFR,97217-6424,1,0.544816047,0,45.57904327,-122.6896667,,0,0
9578,SFR,97217-6409,1,0.35149487,2,45.57911219,-122.6893607,,2,200
9579,SFR,97217-6424,1,0.372976114,1,45.57897504,-122.6893593,,1,100
9580,SFR,97217-6422,1,0.443301138,0,45.57898352,-122.6887697,,0,0
9581,SFR,97217-6410,1,0.419695816,2,45.57912075,-122.6887672,,2,200
9582,SFR,97217-6422,1,0.471104521,1,45.57905125,-122.6885262,,1,100
9583,SFR,97217-6422,1,0.428883456,0,45.57905223,-122.6883308,,0,0
9584,SFR,97217-6422,1,0.441718099,1,45.57905046,-122.6881354,,1,100
9585,SFR,97217-6420,1,0.517603799,0,45.57905143,-122.6879401,,0,0
9586,SFR,97217-6420,1,0.622865903,2,45.57904966,-122.6877447,,2,200
9587,SFR,97217-6420,1,0.505660869,1,45.57905063,-122.6875494,,1,100
9588,SFR,97217-6501,1,0.887814604,1,45.5790482,-122.6872445,,1,100
9589,SFR,97217-6452,1,0.350833601,0,45.57962067,-122.6903219,,0,0
9590,SFR,97217-6452,1,0.370571497,1,45.5796197,-122.6905172,,1,100
9591,SFR,97217-6452,1,0.33416159,1,45.57962146,-122.6907127,,1,100
9592,SFR,97217-6452,1,0.367144918,2,45.57962049,-122.690908,,2,200
9593,SFR,97217-6452,1,0.383726755,2,45.57961951,-122.6911033,,2,200
9594,SFR,97217-6454,1,0.397703591,0,45.57962098,-122.6913143,,0,0
9595,SFR,97217-6454,1,0.263025008,0,45.57962059,-122.6914784,,0,0
9596,SFR,97217-6454,1,0.446787833,2,45.57962051,-122.6916269,,2,200
9597,SFR,97217-6454,1,0.339521882,0,45.57962227,-122.6918223,,0,0
9598,SFR,97217-6454,1,0.440395559,1,45.57962129,-122.6920176,,1,100
9599,SFR,97217-6454,1,0.538243427,0,45.57962039,-122.692209,,0,0
9602,SFR,97217-6428,1,0.60097387,2,45.57934717,-122.6914288,,2,200
9603,SFR,97217-6426,1,0.615902533,2,45.5793452,-122.6911005,,2,200
9604,SFR,97217-6426,1,0.358708721,0,45.57934617,-122.6909052,,0,0
9605,SFR,97217-6426,1,0.330153895,2,45.57934715,-122.6907099,,2,200
9606,SFR,97217-6426,1,0.369589612,1,45.57934539,-122.6905145,,1,100
9617,SFR,97217-7459,1,0.328320375,2,45.58968182,-122.7020938,,2,200
9618,SFR,97217-7459,1,0.296459202,2,45.58957749,-122.7020975,,2,200
9619,SFR,97217-7459,1,0.30331236,2,45.58944026,-122.7021,,2,200
9620,SFR,97217-7460,1,0.321908063,2,45.58930311,-122.7020986,,2,200
9621,SFR,97217-7460,1,0.433081517,2,45.58908355,-122.7021018,,2,200
9622,SFR,97217-7460,1,0.459682591,2,45.58918522,-122.702094,,2,200
9623,SFR,97217-7460,1,0.430827188,2,45.58875434,-122.7021008,,2,200
9624,SFR,97217-7460,1,0.250250481,1,45.58885867,-122.702097,,1,100
9625,SFR,97217-7460,1,0.250250481,2,45.58892728,-122.7020957,,2,200
9626,SFR,97217-7460,1,0.250250481,2,45.58899582,-122.7020984,,2,200
9627,SFR,97217-7448,1,0.307790959,2,45.588823,-122.7018103,,2,200
9628,SFR,97217-7448,1,0.38051058,0,45.58882125,-122.7016149,,0,0
9629,SFR,97217-7422,1,0.395018435,0,45.58906361,-122.7017103,,0,0
9630,SFR,97217-7422,1,0.377765309,0,45.58923374,-122.7017091,,0,0
9631,SFR,97217-7424,1,0.411930907,0,45.58937097,-122.7017066,,0,0
9632,SFR,97217-7424,1,0.345022443,0,45.58947523,-122.7017067,,0,0
9633,SFR,97217-7424,1,0.394046569,1,45.58954384,-122.7017055,,1,100
9638,SFR,97217-7423,1,0.382454312,2,45.58919834,-122.7011215,,2,200
9639,SFR,97217-7423,1,0.366483649,2,45.58902547,-122.7011226,,2,200
9640,SFR,97217-7423,1,0.298733568,1,45.58889098,-122.7011252,,1,100
9641,SFR,97217-7423,1,0.361173453,0,45.58875383,-122.7011238,,0,0
9642,SFR,97217-7447,1,0.319002485,2,45.58837599,-122.7012264,,2,200
9643,SFR,97217-7447,1,0.365301379,0,45.58837424,-122.7010309,,0,0
9644,SFR,97217-7142,1,0.380731004,2,45.58789503,-122.7011256,,2,200
9645,SFR,97217-7142,1,0.385700545,1,45.58796365,-122.7011244,,1,100
9646,SFR,97217-7142,1,0.518014588,1,45.58810073,-122.7011297,,1,100
9647,SFR,97217-7113,1,0.565475713,1,45.58803136,-122.7007402,,1,100
9648,SFR,97217-7113,1,0.359710644,0,45.58827285,-122.7007378,,0,0
9649,SFR,97217-7113,1,0.336445976,0,45.58840733,-122.7007352,,0,0
9650,SFR,97217-7113,1,0.387253527,0,45.58851159,-122.7007354,,0,0
9651,SFR,97217-7405,1,0.329973549,2,45.58875026,-122.7007368,,2,200
9652,SFR,97217-7405,1,0.292922411,1,45.58888749,-122.7007343,,1,100
9653,SFR,97217-7405,1,0.309754729,0,45.58902472,-122.7007318,,0,0
9661,SFR,97217-7406,1,0.294625681,0,45.58902495,-122.7001457,,0,0
9662,SFR,97217-7406,1,0.348238618,1,45.58878347,-122.700148,,1,100
9663,SFR,97217-7406,1,0.354170006,2,45.58871485,-122.7001493,,2,200
9664,SFR,97217-7406,1,0.375991904,1,45.58885208,-122.7001468,,1,100
9665,SFR,97217-7406,1,0.364199263,2,45.58892062,-122.7001495,,2,200
9666,SFR,97217-7114,1,0.468840173,0,45.58840757,-122.7001491,,0,0
9667,SFR,97217-7114,1,0.336245592,0,45.58830324,-122.7001529,,0,0
9668,SFR,97217-7114,1,0.34138546,1,45.58850909,-122.7001491,,1,100
9669,SFR,97217-7114,1,0.320755851,1,45.58820173,-122.7001528,,1,100
9670,SFR,97217-7114,1,0.302831436,0,45.58806457,-122.7001514,,0,0
9671,SFR,97217-7114,1,0.322228679,1,45.58792734,-122.7001539,,1,100
9672,SFR,97217-7129,1,0.304664957,1,45.58792658,-122.6997631,,1,100
9673,SFR,97217-7129,1,0.297731645,0,45.58806381,-122.6997606,,0,0
9674,SFR,97217-7129,1,0.306508496,1,45.58820097,-122.699762,,1,100
9676,SFR,97217-7129,1,0.306508496,2,45.58847535,-122.699761,,2,200
9677,SFR,97217-7420,1,0.339852517,2,45.58891987,-122.6997587,,2,200
9678,SFR,97217-7420,1,0.336726515,0,45.58885133,-122.699756,,0,0
9679,SFR,97217-7420,1,0.329272203,1,45.58878271,-122.6997572,,1,100
9680,SFR,97217-7420,1,0.335714572,0,45.5887141,-122.6997585,,0,0
9681,SFR,97217-7420,1,0.31814083,0,45.58902412,-122.6997588,,0,0
9686,SFR,97217-7421,1,0.387644277,2,45.58874723,-122.6991736,,2,200
9687,SFR,97217-7130,1,0.41543764,2,45.58844002,-122.6991695,,2,200
9688,SFR,97217-7130,1,0.420236855,1,45.58850863,-122.6991683,,1,100
9690,SFR,97217-7130,1,0.311818692,1,45.58826707,-122.6991745,,1,100
9691,SFR,97217-7130,1,0.329612857,1,45.58812984,-122.699177,,1,100
9692,SFR,97217-7130,1,0.313191327,1,45.58799269,-122.6991756,,1,100
9693,SFR,97217-7121,1,0.293693892,0,45.58792331,-122.6987861,,0,0
9694,SFR,97217-7121,1,0.270379128,2,45.58806047,-122.6987875,,2,200
9695,SFR,97217-7121,1,0.297020279,0,45.5881977,-122.698785,,0,0
9696,SFR,97217-7121,1,0.281971385,2,45.58833493,-122.6987825,,2,200
9697,SFR,97217-7121,1,0.383486294,0,45.58847208,-122.6987839,,0,0
9701,SFR,97217-7122,1,0.37828631,1,45.5879208,-122.6981998,,1,100
9702,SFR,97217-7122,1,0.324172411,0,45.58805795,-122.6982012,,0,0
9703,SFR,97217-7122,1,0.326997836,1,45.58819518,-122.6981987,,1,100
9704,SFR,97217-7122,1,0.348128407,0,45.58833234,-122.6982002,,0,0
9708,SFR,97217-7475,1,0.333420167,0,45.58847084,-122.6975569,,0,0
9709,SFR,97217-7077,1,0.441788233,1,45.58846621,-122.6977989,,1,100
9710,SFR,97217-7077,1,0.350512985,2,45.58833116,-122.6975436,,2,200
9711,SFR,97217-7077,1,0.257524447,0,45.58819401,-122.6975422,,0,0
9713,SFR,97217-7077,1,0.355913354,2,45.58805699,-122.6976776,,2,200
9714,SFR,97217-7077,1,0.377144117,0,45.58791983,-122.6976762,,0,0
9715,SFR,97217-7075,1,0.303382494,0,45.5877824,-122.6975458,,0,0
9716,SFR,97217-7075,1,0.320675697,2,45.58764524,-122.6975444,,2,200
9720,SFR,97217-7075,1,0.405228038,1,45.58726934,-122.6975455,,1,100
9721,SFR,97217-7154,1,0.35951026,2,45.58750997,-122.6978752,,2,200
9722,SFR,97217-7120,1,0.290277332,0,45.58778357,-122.6982023,,0,0
9723,SFR,97217-7120,1,0.307600593,2,45.58764642,-122.6982009,,2,200
9725,SFR,97217-7120,1,0.437169365,2,45.58737203,-122.698202,,2,200
9727,SFR,97217-7119,1,0.325685316,0,45.5875117,-122.6987897,,0,0
9728,SFR,97217-7119,1,0.387504008,2,45.58734157,-122.6987909,,2,200
9729,SFR,97217-7119,1,0.466996634,2,45.58741019,-122.6987896,,2,200
9730,SFR,97217-7119,1,0.291319333,2,45.58764893,-122.6987872,,2,200
9731,SFR,97217-7119,1,0.340403575,2,45.58778608,-122.6987886,,2,200
9732,SFR,97217-7130,1,0.281300096,2,45.58785546,-122.6991781,,2,200
9734,SFR,97217-7128,1,0.286029176,2,45.58758108,-122.6991792,,2,200
9735,SFR,97217-7128,1,0.359620471,0,45.5874274,-122.6991811,,0,0
9736,SFR,97217-7128,1,0.326306508,0,45.58725727,-122.6991823,,0,0
9738,SFR,97217-7158,1,0.496743748,1,45.58724146,-122.6998655,,1,100
9739,SFR,97217-7158,1,0.500991904,0,45.58723971,-122.69967,,0,0
9740,SFR,97217-7127,1,0.31355202,1,45.58744643,-122.699764,,1,100
9741,SFR,97217-7127,1,0.311417922,1,45.58758359,-122.6997654,,1,100
